,Question,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10
15,"decrease welfare spending,",0.11729544701992876,0.06883591299904873,0.07840546634808039,-0.04673533560789474,-0.07632145376348515,-0.0815475866356209,-0.011724206276639726,-0.05056731871992168,0.15753915049553122,-0.00771423360076651
16,"decrease highway spending,",0.020756081315041454,0.007290183918220534,-0.09122315679796161,-0.14591311091466228,0.004297377075171924,-0.06400165973034849,-0.05415268592843181,-0.02260582771208411,0.2286613917541418,0.07007646189563502
17,"decrease poor aid spending,",0.11269209568168323,0.10567613897499943,0.031125719662818106,-0.11680278822099796,-0.07042707800167279,-0.12870190833932205,0.037495323302052866,-0.028409862327591573,0.1701019270840909,0.056886605481336235
18,"decrease environment spending,",0.1263987787196421,0.0503941053818192,-0.010659700677949375,-0.08687332380329509,0.06610085019075669,0.04689329341847024,-0.01535014873414042,-0.027222918112789082,0.1125657875899635,0.14327223285934335
19,"abortion always allowed,",-0.09631491650213275,0.007969522036227469,0.02732728974195515,-0.08054651552624818,-0.15699182855911972,-0.20589644444545147,0.004446127456289764,-0.048978587932243335,-0.08875654525402714,0.01926109271514225
20,"no death penalty,",-0.09629063512877258,0.038790447795699914,-0.03785325197625325,-0.06433501187081493,0.16099362635117537,0.0927613455670654,0.028415814042977668,0.03907679227433981,-0.006061302222625169,0.05158185146423195
21,"us should not stay home,",-0.041369648877061904,0.13874548525817187,0.05950564508296492,0.097347760723259,0.06945189152772231,0.051946827246192116,-0.06971126654390694,0.03775393588498925,-0.028023250334851438,0.08632652737172129
22,"us shouldnt use force internationally,",-0.034310888159971915,0.02429511597685249,0.016819062945756004,-0.14445042581415007,0.02450946464677121,-0.02391282587081536,0.09048852200678599,-0.1568653536690772,0.11309117518054307,-0.1067524133428416
23,"vote in person,",0.12352406378212215,0.015120609428587246,0.034394412835714476,-0.02435169384050116,0.02747262646207896,0.08310931481011215,-0.15123343216287044,-0.03905143100897113,-0.05004466157327055,-0.004586116598110446
24,"no voter id laws,",-0.10749156271396951,-0.008381618547600495,-0.09782143893114183,-0.08735692182976772,0.11045743606238234,-0.04799259946687434,0.12183687740985433,0.016512135324474264,0.0015608211049327105,0.07658130059032722
25,"ex felons should not vote,",0.0918891795227944,0.002092895252411466,-0.028095991397893552,0.0001549304258764339,-0.010251672523766433,-0.048787562049903394,0.016675276506180142,-0.055083377498998824,0.12315521530008201,0.04335900575850598
26,"important that news can criticize politicians,",-0.08419613076426391,0.11776900383166104,0.12491729395661447,-0.02953551067217075,0.09723570129546211,-0.06465049366134044,0.20253576782212257,0.06265680046271889,-0.1482206492176159,0.06403882361894869
27,"checks and balances important,",-0.03958857432284165,0.13323624666485434,0.26814462275207257,-0.0012611418497675152,0.07459215155972378,-0.0029669934921670166,0.07345347331162032,0.04138253660034745,-0.18513562635363842,-0.0014422554577142935
28,"important elected officials face consequences for misconduct,",-0.038162555844843474,0.08643779014437024,0.28742870055260783,0.04827807477587191,0.04549991220212412,-0.011251683010262723,0.03459721524900956,-0.01837198069260098,-0.22420777420136767,-0.08075552984806335
29,"important people agree on basic facts,",-0.0379820178735137,0.08356969488949702,0.2213772725403035,0.033068351438772625,0.054762734049049355,-0.006640235757768674,0.10621873296989562,0.03840380251013798,-0.2480266018576606,0.021427503022404995
30,"bad if us president could bypass courts/congress,",-0.06555790301798343,0.14043473009175395,0.10946333919652776,-0.021409914184165896,0.08613195987383766,-0.03605420315550526,0.06448084925454586,-0.008106839268117658,0.011431049506117903,-0.0790818181905483
31,"do not restrict journalist access to govt info,",-0.08813769419315676,0.09278571340084248,0.08400608986253535,-0.06953324814766883,0.0744494719486282,-0.06524719184956404,0.1306017759184292,0.00826829041501168,-0.0323896268355455,-0.0553021725621949
32,"concerned govt want to undermine media,",-0.11102434696575506,0.023960751794283638,0.09925545807218294,0.06504786071748576,0.058530762254245784,-0.09403263951363225,0.14301116026372634,0.043760118189970235,-0.08157675153685874,-0.04789927398590072
33,"confident in news media,",-0.11179007015114933,0.029901223634544744,-0.0800814856843088,0.14206937354855378,0.019139843675087264,-0.0687680708934955,0.1908835999780313,0.016613888840008473,-4.9499238895731046e-05,0.02609589761302717
34,"pres shouldnt ask foreign countries to investigate rivals,",-0.10049980424807432,0.07130288051815356,0.11717190569030919,0.034233233487187806,0.009374190457075555,-0.09249327025138442,0.10001583549930926,-0.0126654157119,0.010368325549717491,-0.14319194440653502
35,"stick to principles and not compromise,",0.0314270163539074,-0.07673455077265683,-0.05902918800863897,0.039189962856373106,0.08694488678468365,0.06371149879759906,-0.047399393855804224,0.0035800000706251393,0.029832909791269083,-0.11170349351333315
36,"against trump impeachment house,",0.1584331365797803,0.03815028929831486,0.015256330148838508,-0.02819512900196787,-0.029644615782833367,0.08264897625386829,-0.11911728135526214,-0.0416621181701992,-0.027621861306726017,0.07989657548808089
37,"against trump impeachment senate,",-0.15677864510319986,-0.05020982355308572,-0.01849549619389877,0.023022070186702617,0.038825093020370856,-0.10281897861072457,0.12088632287070572,0.045991517790636885,0.048425840867548885,-0.0814061934336219
38,"covid response too slow,",-0.12930168858141314,-0.022263772481541006,0.05075048009162117,0.06535013618866763,-0.02268764765899247,-0.09449922808213826,0.11088811254106316,-0.0029028323267640613,0.032297889964706276,-0.12537233491465188
39,"no paid parental leave,",0.08165747533116845,0.06101477948487217,-0.06623246245533473,-0.07443711815213558,0.050704915909861044,-0.09901899380380304,0.15636514454192144,-0.032330242874945014,0.13879454281126688,0.12693443162017692
40,"business should provide services to same sex couples,",-0.11157611500510044,-0.04139776587901355,-0.06524526777227706,-0.003911652267878825,-0.15935973195404293,-0.12712377403400024,-0.07289377906876701,0.05373182236334144,-0.005820338313229374,0.03932044234547627
41,"against trans bathroom bills,",-0.1221246932203713,0.024687410491641918,-0.024143145135925193,-0.05968261744442656,-0.09618188301494467,-0.12405975286813045,-0.07937102249097892,0.08206470090795824,-0.028470999010466423,0.09185138958361175
42,"oppose gay antidiscrimiation law,",0.07692486026266697,-0.04162653295675627,-0.09332948970887511,0.0018010654969213113,0.18964761974751268,0.0700432000596328,0.19586662765696666,-0.07768330213049421,0.127936450245808,-0.05266641708137405
43,"gay people shouldnt be allowed to adopt children,",0.07299921402177272,-0.028514691137817582,-0.044317438756498434,0.06832622030410121,0.28219136734772915,0.18830966478591252,0.2038446897643867,-0.07496674776704558,0.13377637548422536,-0.14033019454631582
44,"no gay marriage,",0.08618856364440838,-0.03393444246361848,-0.05444828338941248,0.09105025449277936,0.2624570260830331,0.22442295857378536,0.18158474938804667,-0.06973843872161652,0.15741953676307,-0.07472077484457473
45,"allow undocumented immigrants to become citizens,",-0.1016576471331667,0.02544490532402828,0.005778130194538184,-0.048153056720080266,0.029419202762007476,0.0786403399147781,-0.07489088027040855,0.26551086084554665,0.08792414980449734,-0.11811821614919836
46,"don't end birthright citizenship,",-0.10645074634297766,-0.004530151109062289,-0.016176858041207696,-0.01981784609838101,0.050587239614407885,0.07262768363213139,-0.050089759571591536,0.2139887127406529,0.06185449943253558,-0.08828133469642108
47,"children of undocumented shouldn't be deported,",-0.10415320473464325,0.03002458700927218,0.048306809264612185,0.014993313415547556,-0.0036795449332849167,0.10610519127967058,-0.0959674786587143,0.2574421557771157,0.06718759139287601,-0.10379014145518528
48,"oppose border wall,",-0.15520834827098418,-0.01525036893802604,-0.029399399409615622,-0.06318789063206907,0.03172179588101311,-0.06382030266389839,0.06962493670916976,0.12853178353204778,0.0710563844422241,-0.12402997761310117
49,"use force to prevent urban unrest,",0.14049884399685042,0.0552684601322879,0.02143952443946394,0.016069114929134508,-0.060329896142195076,0.02075892628873525,-0.013111477108747733,-0.05498891081329516,0.037929012390917775,-0.003235268460291641
50,people too easily offended,0.11410955421337153,0.018385624967591486,0.05404213294535106,-0.04687574761458604,-0.09672032999531766,-0.021413738634192863,0.031900625817178396,0.007482095268384423,-0.035712518327602874,-0.024904623500406228
51,most women don't interpret innocent remarks or acts as being sexist.,-0.0680080705442379,0.02311705669564262,-0.014824084686484476,-0.0768094272343228,0.08760306188884864,0.0227764354279395,-0.1081966842654889,-0.08082767433673406,-0.07574912585355892,0.08914839642958362
52,women do not seek to gain power by controlling men,-0.08402272089484858,0.07920533872110098,0.0194217026660328,-0.05222939233024908,0.06428942702769933,0.0005339166783394424,-0.1551266505061947,-0.09134533485736465,-0.010555194740636271,0.036199235302806027
53,public officials care what i think,-0.03314084078669751,0.16128847091353696,-0.1608074146255408,0.09409620003877826,0.06019578830918908,0.02850435379661486,-0.05957898675282042,-0.06808662540372461,-0.1333920418806979,-0.05915430812422577
54,i have no say in govt,-0.044698192090980034,0.1619335464326268,-0.12431765921436921,0.07878264619326023,0.12294634276522642,0.03819092771016581,-0.0686516753245495,-0.03011549193420209,-0.13215403430458278,-0.04033414561981384
55,no new limits on imports,-0.0840250575985419,0.04241889250440847,-0.0692465268919606,-0.10411439600896055,0.004066696517427427,-0.057208968956742164,0.07961258202095096,0.10707785678900422,0.03217321967377457,-0.02140990488228038
56,less immigrants,0.11002415587777573,-0.044731278757537275,0.01801345070676104,0.09099870148588096,-0.048666188886326886,-0.10447772384078871,0.015542331918626293,-0.20738365668895564,-0.019439348778628837,-0.04751546692635813
57,oppose refugees,0.11328788009188896,-0.05664614954415242,-0.058238572156384644,0.03422451844556759,-0.01679059619241523,-0.14476715675275004,0.07993828850684624,-0.19262291142310345,-0.09877518022689312,-0.02883766984012458
58,no path to citizenship for undocumented,0.09558432566651193,-0.01738600421560492,-0.044426618565127474,0.0016408969495967196,0.07715257370683777,-0.11721292583864695,0.1136214907825476,-0.19933352912958957,-0.14237535472218185,0.0456840272686562
59,oppose returning undocumented to birth countries,-0.1291205360576755,0.03144475545972193,-0.029561031901352012,-0.10355557682497772,0.06971706899461708,0.06264516869069013,-0.06793507793241277,0.19949190819753534,0.090892024010721,-0.03589570131821079
60,dont separate undocumented kids from families,-0.09988688343180845,0.016877457428736867,0.07827710459843988,0.05128290493512311,-0.0417604633728805,0.046521229633508805,-0.08646762166440296,0.011842480147184597,0.1659359919573879,-0.15720492781438516
61,no preferential hiring/promotion of blacks,0.09810492273411356,0.09347207756828398,0.12770425180963194,0.016335926838004163,-0.1515342759308584,-0.03420801320869024,0.02350892312741807,-0.013721968107360339,0.0898171514374139,-0.1570295814856375
62,more govt better,-0.10865983246160454,-0.09029314090510547,-0.1135998209099142,0.13625551983238046,-0.053605160292586954,-0.0250972354628969,0.04148282364346935,-0.0626107687389905,0.04571257785118872,-0.036842288816215235
63,govt shouldnt reduce income inequality,0.1235854609816158,0.08242101920949092,-0.006916838054239407,-0.04440385292872659,0.04126846224854169,-0.0315791356888464,-0.054767810438162465,0.10608673971176696,-0.003420519517134804,-0.0479663725874399
64,shouldnt make sure everyone has equal opportunity,0.08433183086141513,0.04976101728277793,-0.06413992062719748,-0.10616374629636237,0.049731406344060584,-0.15906361396319435,-0.0009979121177202468,0.04563162063322832,-0.04034523662343729,-0.16593062814443146
65,should worry more about equality,-0.1264371613175569,-0.0030444323050132804,0.0183568616030416,0.009647478378942313,0.07682965103261272,0.055281607912425264,-0.08090682570010999,-0.17406341931298006,0.05715913349850125,0.04713467233512971
66,problem if some have more chance in life,-0.10408693805522498,-0.008016661804627134,0.05702995082262811,0.014851472340080347,0.07810600030205465,0.07656805046098993,-0.09954309463001232,-0.22913642550911295,0.01743303556456155,0.04661549498593331
67,wouldnt have fewer problems if people treated more equally,0.10888481106226211,0.08105890009263549,-0.01968764244622809,-0.0915491637258411,0.02007335081075886,-0.09346967484054315,-0.0094854334401157,0.06444034487508174,-0.06278041715804225,-0.16696123099326024
68,shouldn't adjust morality to changing world,0.09389018029643895,0.0916649155084584,0.04412629367030924,0.00795819623583064,0.18101036046164892,0.045036259823891964,-0.035840918948592496,-0.07625496484944555,0.02875624409066667,-0.15695500881331226
69,wouldnt have less problems if focused more on traditional family ties,-0.1139129884325719,0.0031268229301863776,-0.046350584249811734,-0.15682947486653107,-0.021572370142970046,-0.14312666265692417,-0.05382469886363286,-0.08758062018600521,-0.08853676460107347,0.013528608664403224
70,wouldnt be better if others more like americans,-0.08193080597527795,0.05290526296736203,0.07380545327838985,-0.12636846902163473,0.03392351335923976,0.007188770871551987,-0.13555647458815534,-0.07013703140805723,0.07584831796786648,-0.1384023336090983
71,US worse than other countries,-0.07960177884840494,-0.13293261012005886,-0.062502815281341,-0.11254333595103518,0.012736701442912132,-0.08708246587539593,-0.03722399389765935,-0.0519237898778275,0.003468997698130201,-0.10328468555613897
72,rural people have too little govt influence,0.08154102961237943,-0.04585813643356011,0.06267206109189186,0.01684079474363417,0.031941620098941526,0.0248407992718832,-0.1550927605181326,0.04397650880678748,0.027423625948963193,-0.15606997958794364
73,rural people get too little respect,0.049837029647632564,0.0007425734690543259,0.11463180478733018,-0.015281566641923738,0.06923609723340073,0.021595478784364727,-0.13039345659040197,0.025703465537120745,-0.020953282595789276,-0.056486601921511365
74,worse if traditional gender roles,-0.05780780432054189,0.012043424077460407,-0.07900643332029163,-0.09658565873697864,-0.10834538591083878,-0.15043041715937353,-0.10605319129031615,-0.038236006764217394,-0.07700869332436233,0.016699997058238897
75,women asking for equality dont want special favors,-0.08872018539338086,0.10169641267899011,0.0629152742998454,-0.004382548382359586,0.010068064220896506,0.007796766206264416,-0.2051551263362712,-0.24015689682991603,0.06888557841578437,-0.07515583501917149
76,women complaining about discrimination dont cause more problems,-0.09243928579691882,0.10159952583335675,0.053681176887597805,-0.03183367866818311,0.038917467410703586,0.015646623249363553,-0.19530675112100956,-0.22719733216675855,0.041268209991066465,-0.05821332281070872
77,disagree w 'blacks should work their way up without special favors',-0.13271206694852228,0.02404842935774296,-0.020392724982285435,-0.0902506152777529,0.17618990390882028,0.016686934537337165,-0.08710406366537582,-0.10029009201710899,-0.049426271932637406,0.0890386440914037
78,blacks havent gotten less than they deserve,0.13750458318490558,0.048879138266757285,0.030773224129162172,0.013640690059047689,-0.11451937820487242,-0.06600008234997097,0.017764280986230188,-0.02491057454067551,0.018179245564447416,-0.14937014131886928
79,blacks dont suffer prejudice because of lack of hard work,-0.13042270475084403,0.035139834742003544,0.007175709497178444,-0.056894491191056606,0.161141255702451,0.03210478199614895,-0.10637245928613272,-0.10027529022666049,-0.0003914743612161674,0.08287943226400415
80,politics only works for powerful,-0.04248533806726028,-0.1832828858953813,0.18784103360742202,-0.07752581095216232,0.05568688702233112,0.014055935043506239,0.03944348873860655,-0.08300834789604289,0.0023482926061853607,0.11645281023698188
81,powerful make it harder for others to get ahead,-0.08334909020182768,-0.2104400113573671,0.08918743429134081,-0.013351196884465183,0.027295252766177686,-0.004802168351742552,0.04622539510155317,-0.08650763666171815,-0.009895311398622651,0.12694054886121497
82,trust experts more than ordinary people,-0.08486344460987662,0.11597183839285467,-0.029256101416957087,0.022168180706167773,-0.06387891077098878,-0.06730910751557605,0.07632385540230789,-0.029553803747130805,0.027695336878020258,0.06764930671353919
83,people need help from experts to understand science,-0.07792381644840572,0.04618776029876939,0.056280300974425615,0.0977621857063083,-0.020313865197449925,-0.049048351857502726,0.09611783521559371,-0.014767339766553691,0.04415424338837644,0.06904577095628656
84,science important for covid decisions,-0.11367896795028194,0.03228539610301472,0.0826406483030672,0.11422901714955021,-0.07993549458979883,-0.006817868656443479,0.06326134528153896,-0.04831150033833271,0.094153674089376,0.03281888341641709
85,business/politics controlled by powerful few,0.009437751935607072,-0.22174997929961626,0.14578377182326616,-0.0334255985661126,0.046699182297871664,0.00972314033817584,-0.03691621407074586,-0.007573024268753163,-0.020417785437614938,0.10056341739782752
86,schools/media lie to benefit powerful few,0.08662586132672435,-0.17575529027459527,0.07846481262253925,-0.048529919006958876,0.06830026458429699,0.0662903097203703,-0.08469941926937107,0.043957060986334576,-0.07168286923125274,0.09169131433893021
87,no opportunity for average person to get ahead,-0.07472981419142194,-0.15020281876008512,-0.011705295547164079,-0.06786974402184603,0.004104079054516829,-0.020389739796259368,-0.03305727869828685,-0.2142634073330111,0.006085159890241679,-0.02616730424523509
88,reducing defecit not important,-0.04340457858304291,-0.0025542974360688747,-0.1290448101361032,-0.09862812961339684,-0.014923987616680989,-0.03387776131584973,0.00605935465724983,-0.06612239765164882,-0.16955571481483928,0.004252441061032473
89,disapprove obamacare,0.14881223169367325,0.025568656077214483,0.046062336496718724,-0.08432335517849647,0.011513805850972145,0.016951792406643504,-0.09166425106742272,-0.02123657454431866,-0.08856368791337942,0.020745961841614896
90,disapprove vaccines,0.04913771488360497,-0.0811238131467782,-0.082449353643118,-0.13391312723989196,0.17382532053139974,0.07156079965462048,-0.059672225925671604,0.09364468601923956,-0.12937287346272552,-0.04541588359692745
91,oppose climate change regulation,0.12453224116235131,-0.005497069322489131,-0.06784142079664339,-0.1001041157655101,0.11793439713902758,0.027340468703496972,-0.028214773574157838,0.08938208375652615,-0.0982726008540362,0.03908912184522871
92,oppose gun purchase background checks,0.06891811404264613,-0.018028150077934065,-0.08739048697883883,-0.1733895457316666,0.16574834490866366,-0.08183991797524584,0.09898096246713242,0.05872283756964806,-0.1910524656320421,-0.004534217965661391
93,oppose assault weapons ban,0.09582066738599256,-0.015864442730078244,0.008738781932949325,-0.10327674097987487,0.053372683122495684,0.02108279846692068,-0.008818835201461461,0.06434035563986673,-0.24488546081770768,-0.038927663786672256
94,oppose assault weapon buyback,0.11359651503123752,0.019337599178436065,0.04935508215515,-0.14019350583378257,0.07592848633027513,0.010398051194134473,-0.031183169979587956,0.047356067184441214,-0.18725558208878978,-0.03222535937996078
95,govt should do less abt opioid crisis,0.04662915331801128,0.024651312115144115,-0.0678398701277337,-0.1471422327891008,0.008748767420160638,-0.11794597571281701,0.052364388782788984,0.0345665083040856,-0.051156953243905165,-0.043055730228561725
96,police overuse force,-0.0847300982759908,-0.18049070930693706,-0.03674676067574416,-0.006567246108029904,0.09021670464878172,-0.010874371999784097,0.034885569684784914,0.003994972854102951,-0.044790499632846516,0.0464119231487772
97,int trade increase bad,0.04555921492254165,-0.13127373200502993,-0.13822552589113182,-0.02142166874741991,0.040770096262814005,-0.09158293618010002,-0.06548618756225547,-0.1336172637973797,-0.04029789294492613,-0.12985851688201042
98,diversity makes US worse,0.09986216856776246,-0.08388113164555305,-0.07406559127908784,0.01888951981099318,0.022267059723830977,-0.13339619159909621,0.09527647983765869,-0.11755278020588697,-0.060984155042660394,-0.08511510040992344
99,against $12k/year ubi,0.10857682056529008,0.1355562042345543,0.08486011240600763,-0.022100274427619478,0.012216935215025246,-0.05059234916960967,-0.0323626736777136,-0.0228681863558433,0.04760849553862823,-0.07032074253402662
100,decrease minimum wage,0.0938838992885009,0.06940212929052376,-0.001340952711555555,-0.132003645404107,0.07051431165970358,-0.09778846693470006,0.011299511302050003,0.13189597448522988,-0.02205552099776055,0.04188353414345435
101,decrease govt healthcare spending,0.11434898993033499,0.05069718240635556,-0.010997380448918239,-0.08286823972309618,0.03321314180659185,-0.11346865306469131,-0.0010322732187734406,0.050732278349410104,0.023431124730777006,-0.04927747483795161
102,too little attn. to sexual harassement,-0.08816749401252522,-0.026013879113606805,-0.011868135881562741,-4.9730335335370264e-05,0.05789760117733406,-0.010557272011815251,-0.12239878423662734,-0.06950269456620353,0.030306702694612844,0.0018243811606292876
103,against trans military service,0.11975901666620013,-0.01406687522483367,-0.02658104022859635,0.03960860539134207,0.14272425574386124,0.05175677593994358,0.14632063189371916,-0.053260412200896876,0.01249839422604334,-0.11423401776463064
104,China threat to US,0.05247655388113238,0.029166256163910605,0.16219451874127064,0.16924506364116187,0.19391598387346312,-0.21749952988096122,-0.05691099168474047,0.04405122489718648,0.05417510873235602,0.13097474140130552
105,Russia threat to US,-0.03895528847992927,0.015482459699308185,0.1396712702030391,0.209858263761654,0.2171509346036447,-0.26180605739229174,-0.05156910041185053,0.05814041975515122,0.13594948129488177,0.09428389741072538
106,Mexico threat to US,0.05649444457015675,-0.09841017046202437,-0.032353190987943384,0.12269024921176143,0.1554878955568145,-0.2786195738924074,-0.1118438364277502,0.056693431542723945,-0.026537313986391732,0.014170518735828789
107,Iran threat to US,0.04630458390066229,0.020238785500862905,0.11334648784185178,0.23427917449646518,0.17067370921760283,-0.20943592661137614,-0.09872317864881472,0.06483535315669052,0.09359497071855694,0.11683387226412105
108,Japan threat to US,0.031330454084733006,-0.15780663902027794,-0.09563942507557296,0.15796301234851057,0.14950083114002627,-0.2437498455735444,-0.1847625072750296,0.06965764782986104,0.02294368713016136,-0.03767478857341131
109,Germany threat to US,0.03491229825129725,-0.1583825177875458,-0.10809073940304106,0.11020195750066891,0.17397651599900507,-0.22908390872371728,-0.1597239423299172,0.13537488120647884,0.020901189271916816,-0.013654094380420177
110,compromise in politics not selling out on principles.,-0.06375441062189521,0.18027125502904742,0.0007744025838895658,-0.03446882261562936,0.009660577706132647,-0.0945244527157487,-0.004718071252931753,-0.10341876953566606,-0.023492341840910168,0.026600112547592765
111,politicians care about people,-0.02912203934964092,0.21441007437374507,-0.17478114010908233,0.0982306726844146,0.03319546771541519,-0.03206846102905539,-0.06692966059295095,-0.06772142748888915,-0.05403948779561749,-0.06189493019301057
112,politicians not trustworthy,0.019381005987296408,-0.11329922865385277,0.1957892104826852,-0.13975643474480623,0.016815754599954224,-0.032897358972727934,-0.04364402845870412,-0.0431382663456161,0.06977766607043728,0.035904954237529624
113,politicians not main problem in US,-0.052193615791930395,0.1770317800998079,-0.1590171681019026,0.05828993803788751,0.04545064556484757,-0.01697878389878273,-0.015222255958455097,-0.022915858133165608,-0.02203468054117433,-0.07741243293336919
114,strong leader that bends rule bad for US,-0.07205520914257665,0.10315083909199912,0.04899826121682523,-0.07370647010880639,0.14783161057888525,-0.034573034317597506,0.03099718475066144,-0.11588697866072863,0.038188848160222194,-0.11915845641529504
115,politicans should make policy instead of people,-0.0005865881223102843,0.12878974376106678,-0.12400961458871351,0.03499831884055786,0.023898314221118763,-0.11801841530315535,-0.0009582395295093457,-0.00960848844348882,0.0556371087956793,-0.09639021385581806
116,politicians don't only care about rich/powerful,0.010503535485981276,0.22978424986433701,-0.1905614601469055,0.059797715893001605,0.018089300287784223,-0.04380443840291383,-0.07881472876273649,-0.011877095010092882,-0.040113164501951,-0.08785982511940164
117,minorities shouldn't adapt to customs of US,-0.10710475837445879,0.008170205561848089,-0.055762552717730035,-0.12931349213808913,0.08467757729176718,0.03439699513971524,-0.16977391920098778,-0.007798725305800425,0.03843786589311009,-0.024764508926193998
118,will of majority shouldn't prevail over minority rights',-0.07272648164480673,0.08104325952972949,0.05797198813325543,-0.1007719141397383,0.11794459532687283,0.02537954826197461,-0.10924862934288326,-0.07296669767049019,0.03753022010409366,-0.0045195161350507634
