,Question,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10
13,"decrease border security spending,",-0.1332085738871184,0.008354234733467691,-0.04079311926759234,-0.1429495533321471,0.055372596922755354,-0.024490368704039034,0.044043979871935424,0.13924516079906274,0.09309695743046381,-0.03438409989855962
14,"decrease crime prevention spending,",-0.0763225212423729,0.04779912297697653,-0.03635710457678895,-0.20756830297681267,0.07859927148719488,-0.052867339772871766,0.1017611494708408,-0.016936959147804853,0.07434144422495634,0.15732408822181176
15,"decrease welfare spending,",0.1174116949926568,0.06735962864965085,0.08268520565968067,-0.04356504717924065,-0.07564960783873001,-0.08152362196848824,-0.011564607279397898,-0.05203139992787162,0.15784072240598668,-0.005013198828459247
16,"decrease highway spending,",0.02039651901638906,0.0133798267746321,-0.08833820249278275,-0.14674084960027572,0.003896991622604775,-0.06401440540198022,-0.0543216510653971,-0.022681005000519755,0.22882142284623336,0.07350161738536712
17,"decrease poor aid spending,",0.11298536827158691,0.10581415953791411,0.03712030098627315,-0.11463257274325814,-0.07045063619158941,-0.1287523528391225,0.03731707820099662,-0.028555468985579098,0.170188184791896,0.05857332763094294
18,"decrease environment spending,",0.12650599604772628,0.05117599643696489,-0.007834759113951564,-0.08683841359435021,0.06571023108052403,0.0468932898230234,-0.015486982266370805,-0.026442684701715097,0.11244327051957037,0.1433834959244477
19,"abortion always allowed,",-0.09627203587851361,0.008051039331190172,0.028851339203492875,-0.07992823859507822,-0.1574717363303469,-0.20604024982266128,0.003692196826876999,-0.04740604109571491,-0.08891209607523418,0.01756806627094083
20,"no death penalty,",-0.096027158541803,0.039759073268845264,-0.03642360069787187,-0.0656960804075095,0.16029176900794212,0.09277612607799106,0.028401322656004944,0.04022634251365237,-0.0062997738786073135,0.050278693969638306
21,"us should not stay home,",-0.040391839762903024,0.13343716707516806,0.062475232579042715,0.09898403133710838,0.0698301457540696,0.05201407164378464,-0.06963141664573748,0.03947759935526203,-0.0284377830513211,0.08270168381068693
22,"us shouldnt use force internationally,",-0.03415933391423581,0.024376359353618874,0.01903244768819465,-0.14487014743171756,0.02341438959461102,-0.02403356962268507,0.08983553714540213,-0.15680356754382893,0.11337451933775619,-0.1055838798677545
23,"vote in person,",0.12343298481013694,0.014750046223040015,0.03591467463059252,-0.02298489075178214,0.02802557308219869,0.08321437244475723,-0.1509660086400828,-0.039954672964129946,-0.04986126294117596,-0.003272263282001727
24,"no voter id laws,",-0.10771001750766647,-0.003592711957435867,-0.0971885165812024,-0.08960940450016544,0.1095027381199629,-0.048052955954316745,0.12159085481639373,0.0177578844424112,0.001284287065913924,0.07446571178333146
25,"ex felons should not vote,",0.09210307850813451,0.0011896914020397516,-0.029352528505901553,-0.0015357042191228543,-0.011056647592424487,-0.04888786587012954,0.016045887571438468,-0.05333706966930568,0.12300706920231044,0.04228803468549932
26,"important that news can criticize politicians,",-0.08367296194390092,0.11397903558832147,0.13052033688993175,-0.025690429366609237,0.09798184146558879,-0.06457240914146303,0.20330897909105836,0.06054143287691037,-0.14818707290050076,0.0645358359826737
27,"checks and balances important,",-0.0388247819568119,0.12386087319804602,0.27430779223165463,0.0054997409910671905,0.07627679492822977,-0.0027812793362074423,0.07462169533937779,0.03774133882112066,-0.18479914402306696,0.0015467980464606776
28,"important elected officials face consequences for misconduct,",-0.03727173568388678,0.07433675601722171,0.29007215620491406,0.05383984422091542,0.04684110660601255,-0.011115297311769667,0.03537374320639392,-0.021425751091897142,-0.22380448722212026,-0.07795140489501523
29,"important people agree on basic facts,",-0.03744495067085657,0.07566173034031956,0.22510405081143747,0.03851103800860309,0.056330644397897804,-0.006479133428996173,0.10736430055283039,0.03430061364737889,-0.2476035443406625,0.025786044187296853
30,"bad if us president could bypass courts/congress,",-0.06478886038454935,0.13594326777032556,0.11505424971627916,-0.01823792741402248,0.0865714741388726,-0.03599321885561613,0.0647938857224416,-0.008775742771203965,0.011463538387978305,-0.08032506151810334
31,"do not restrict journalist access to govt info,",-0.08758713003929042,0.08971697589536526,0.08820085208226283,-0.06763833282956103,0.07434288247856548,-0.06525337902202635,0.13070892209453358,0.00800402420606663,-0.032424766580767504,-0.056633385824506596
32,"concerned govt want to undermine media,",-0.11046233541314024,0.018029425028693726,0.09835182070012798,0.06591404720965882,0.05865278471226025,-0.09403173837854671,0.1432171229416144,0.04328637655414556,-0.08159914138285734,-0.048252873399966
33,"confident in news media,",-0.11148935961026062,0.030391471568763793,-0.08159759299143271,0.14049200361717673,0.018915591098519716,-0.06883799598163154,0.1907856089146679,0.017155166724534557,-0.00024928066447446606,0.024035092789502978
34,"pres shouldnt ask foreign countries to investigate rivals,",-0.09993799944821558,0.06611800786239659,0.11937994418018709,0.036824702824446595,0.009848275888072348,-0.09247820002243753,0.1002291988039138,-0.013703205743084212,0.010519182036179063,-0.14356896483092588
35,"stick to principles and not compromise,",0.031040041595688846,-0.07478161652056656,-0.0626111596501934,0.03719979748014275,0.08691242190613728,0.06377116146418105,-0.04721600382031306,0.0031493634186575328,0.029956995440552907,-0.11125582252577164
36,"against trump impeachment house,",0.1585613628138381,0.037438082286676985,0.01702763306849934,-0.0274194728286527,-0.02953071389951626,0.08267211297774783,-0.11919774331850555,-0.04156156175834437,-0.027574284968144458,0.08101744942240317
37,"against trump impeachment senate,",-0.15693879256890883,-0.049456127125889496,-0.020789165574219774,0.021905201476954336,0.03861455031427394,-0.10284726567382224,0.12092617512420958,0.046079097055931266,0.04835342944766646,-0.08272911991626064
38,"covid response too slow,",-0.12925560556398166,-0.02449119683885146,0.04922423512829862,0.06607103420472747,-0.022381593563208048,-0.09451375193511033,0.11102424058358182,-0.0038486518820240317,0.03243236752856851,-0.12568965167093224
39,"no paid parental leave,",0.08174704290247087,0.06384110105590056,-0.06317590577264791,-0.07517398252613576,0.050026753877081484,-0.09909956219343877,0.15608641470203716,-0.03167370128195173,0.13863970313218402,0.12591380131263938
40,"business should provide services to same sex couples,",-0.11178063328155556,-0.03858154864364904,-0.06674526834177807,-0.0052814391000549025,-0.15977194698941424,-0.1272344845151664,-0.07350796153352074,0.05625513852067132,-0.006193597047471737,0.03684183306357175
41,"against trans bathroom bills,",-0.12195028848542946,0.025790896040851927,-0.02275891300555359,-0.060138812433612424,-0.09670020380388716,-0.12414726706083873,-0.07994118311174675,0.08512525103837881,-0.028978815063980923,0.08893579380154959
42,"oppose gay antidiscrimiation law,",0.07680363117432644,-0.03969305012375602,-0.09628149563931188,-0.0017375426614376838,0.18856878280642214,0.06999373398627264,0.19572602155807994,-0.0780818870344851,0.12808939427971214,-0.05210143956399179
43,"gay people shouldnt be allowed to adopt children,",0.07294797419604708,-0.028608255400148296,-0.04719863393075362,0.06616874964916372,0.2819201311101586,0.18839024752904085,0.20441223114492235,-0.07755736025246746,0.13421152425145041,-0.1383133654979178
44,"no gay marriage,",0.0861581435375641,-0.03418937542827937,-0.05804682577755656,0.088526207919711,0.26211910481886347,0.22449083446636653,0.1820597439400592,-0.0717648044451376,0.15775815293229428,-0.0728588322442461
45,"allow undocumented immigrants to become citizens,",-0.10159764616594955,0.026328557571568587,0.00781432158803663,-0.04737751079745616,0.029807901381648284,0.07873799383948203,-0.07427015625263532,0.2666123596968869,0.08751359149240984,-0.12114182388331743
46,"don't end birthright citizenship,",-0.10669473678800484,-0.0019296098139246066,-0.014920677538611486,-0.019001727035936382,0.05135789827545786,0.0727699108457496,-0.04919289264993047,0.2132545656036868,0.061737434560396126,-0.08866418048405904
47,"children of undocumented shouldn't be deported,",-0.10408550501081298,0.0293696834608817,0.05029081985135459,0.017230489429877913,-0.002590922136318752,0.10625651155062528,-0.09503723604806946,0.25740826752226376,0.06691098965120511,-0.10575156233606268
48,"oppose border wall,",-0.15543244673761977,-0.01230213080124048,-0.028540609476390855,-0.0634418069979799,0.03166431523227582,-0.06380913791567262,0.06990866089588,0.12856067990638023,0.07094475515487395,-0.12526435912751974
49,"use force to prevent urban unrest,",0.14086161745205888,0.05304737607401345,0.02276821207264174,0.016707445401882782,-0.06040025379559747,0.02071473129766132,-0.013377517442144576,-0.05463288795505307,0.0379630232218328,-0.003284667836902004
50,people too easily offended,0.11402563365225352,0.0177817928301391,0.05623210226173782,-0.044821260695282306,-0.09629845143731229,-0.021421429524294832,0.03209088400554733,0.0060953567672358926,-0.03550468867134052,-0.022991622953747418
51,most women don't interpret innocent remarks or acts as being sexist.,-0.06801126682216468,0.024739086769381427,-0.012848393853521966,-0.07699121134917535,0.08730736804754789,0.02280979628050825,-0.10842513475742357,-0.08000138697081292,-0.07583122350995983,0.08823771307780423
52,women do not seek to gain power by controlling men,-0.08365949884788691,0.07876508862063257,0.023050482687880413,-0.05126989818526569,0.06425272556705355,0.0005819126119222967,-0.15538472444317394,-0.09026566889014936,-0.010637726422108834,0.034570789955357915
53,public officials care what i think,-0.032640074650916506,0.16608106436732648,-0.15581902085825128,0.0937800128099283,0.06062512236182631,0.028580617247049245,-0.05939248138680607,-0.06934841985545505,-0.13308495747858565,-0.05659354054025695
54,i have no say in govt,-0.044053624012484936,0.16490731654806406,-0.11951009219959709,0.07856492132382574,0.12334797286818616,0.038301588759355,-0.06833691933200652,-0.031127387901563646,-0.1319443809228186,-0.038329868661350755
55,no new limits on imports,-0.08433086206205245,0.048554768019455394,-0.06458433453450858,-0.1031576000065619,0.004443874822219233,-0.05716329186903311,0.08018497418613513,0.10548334046295026,0.032252498955175485,-0.02044519859057986
56,less immigrants,0.11006546054215972,-0.047690697195407215,0.014185002239071319,0.08999661702549684,-0.048979242331540135,-0.10456735271389764,0.014882321802715232,-0.2075522061489542,-0.019134016637115836,-0.04643546837849588
57,oppose refugees,0.11311413242540158,-0.055994207165208504,-0.061827706030914496,0.03168491751167964,-0.01766840055975619,-0.14490503116199957,0.07910223611051365,-0.19213685256821672,-0.09862764764316126,-0.029377409566004122
58,no path to citizenship for undocumented,0.09562242874146785,-0.01740859860007152,-0.04640142059215235,-0.0007213678879905951,0.07608317156612474,-0.11733069299688952,0.11283405102222958,-0.19857944086350754,-0.14234338533528787,0.04430511310438835
59,oppose returning undocumented to birth countries,-0.1292603931790319,0.035236903883598215,-0.02594799444922379,-0.10279793219922681,0.07009377989866639,0.0627637678526717,-0.06725113434950844,0.19946715136662463,0.09069780401214265,-0.03648399251000714
60,dont separate undocumented kids from families,-0.09974713423099264,0.01425244383268204,0.0789534036597956,0.053519478812005715,-0.040881875560789024,0.0466042392787075,-0.08609057767636924,0.010767953144967476,0.1661660489310396,-0.1563090465453482
61,no preferential hiring/promotion of blacks,0.09862520216203242,0.08828044204365874,0.1314135141714236,0.020085423654001247,-0.1508539300985657,-0.03423370236067735,0.023567093132298107,-0.014610574491944996,0.0900338955410207,-0.15640208602717667
62,more govt better,-0.10917429285609774,-0.08627961119541265,-0.11837678516805338,0.1340404792360501,-0.053466162970327066,-0.025125602537190796,0.04143445614314893,-0.06364976358163046,0.04596075138993598,-0.03524205911756227
63,govt shouldnt reduce income inequality,0.12372046665252152,0.08360277027926334,-0.002569501996018037,-0.04284223910776837,0.04187070329883961,-0.031476225722602315,-0.05425152085957728,0.10566170581809402,-0.0035011887376690393,-0.04885955895224518
64,shouldnt make sure everyone has equal opportunity,0.08426079575332653,0.05359845953573366,-0.06056187253165815,-0.10642375154439998,0.049524509061591435,-0.15905344251455153,-0.0009976790269331272,0.045845501070942235,-0.040361850237528134,-0.16729434022292503
65,should worry more about equality,-0.12642025867559192,-0.003489603183392403,0.018215487827710923,0.009771905155770375,0.07683747041600278,0.05532398317317466,-0.08107360311323554,-0.17464458854465656,0.05742496738054748,0.048614873060579156
66,problem if some have more chance in life,-0.10392728343589075,-0.010708693323616642,0.05616900592320105,0.015091048260430293,0.07802782699681428,0.076602486650601,-0.09983192554205267,-0.22995415565772193,0.017823394783422,0.049161028060068016
67,wouldnt have fewer problems if people treated more equally,0.10907007484166571,0.08260505840747898,-0.015251587651176315,-0.09076641324567192,0.02007836351929292,-0.09345003441336047,-0.009376580070983836,0.06448533764630036,-0.06279686058598186,-0.168163421942279
68,shouldn't adjust morality to changing world,0.09463290232850383,0.08720886777951045,0.045905543836047245,0.008030190879414712,0.18075361502602771,0.045097106544914556,-0.035893013129487374,-0.0759394871092259,0.028839131576171843,-0.1583510596052315
69,wouldnt have less problems if focused more on traditional family ties,-0.11424599126995291,0.008154168111207527,-0.04321753365551849,-0.1568935694709665,-0.021988418505296335,-0.14316747512924072,-0.05422554065143842,-0.08755584048945834,-0.08840182457440302,0.014480203496094156
70,wouldnt be better if others more like americans,-0.08178015218538617,0.05227428054938251,0.07817322135988553,-0.12412883708173429,0.03421070779337251,0.007268290927456079,-0.13543429620141192,-0.07137600255348309,0.07624577827148461,-0.13585096732246296
71,US worse than other countries,-0.08026522751980798,-0.1289772390293989,-0.06631729150478077,-0.11562224214410453,0.011703315652783175,-0.08716154446974092,-0.03779012358893567,-0.05113884684529247,0.0035718166560127773,-0.10279583413721502
72,rural people have too little govt influence,0.08144705758269206,-0.0486422940306392,0.060529010973292094,0.01713144842230977,0.032249539648895376,0.024921406573286172,-0.1549716322250825,0.044713599245648196,0.027343855829373993,-0.1580407627969593
73,rural people get too little respect,0.050281206129695846,-0.00558246033766908,0.1134686956650098,-0.014934649441995605,0.06901341478376014,0.02162995789144883,-0.13058541491668813,0.027599725379431193,-0.021204365236368466,-0.05901498605932931
74,worse if traditional gender roles,-0.05806838687206987,0.017270702310025803,-0.07649629686424145,-0.09694019964110169,-0.10862543287071696,-0.15049346650626258,-0.10656888276525459,-0.037171085862290835,-0.07707354766463531,0.015958349129055444
75,women asking for equality dont want special favors,-0.08804964341329032,0.09825720287288364,0.06629460169411538,-0.002844004490190457,0.010005086266487941,0.007804956811791278,-0.20582844147435703,-0.2391488134508834,0.06906639632215028,-0.07633052349790094
76,women complaining about discrimination dont cause more problems,-0.09201358084166911,0.10014690085273659,0.05832133324707988,-0.029636781560527365,0.03918986508540995,0.01570795488837961,-0.19564795619926878,-0.22727750726815357,0.04154738768652125,-0.05850052755727172
77,"disagree w ""blacks should work their way up without special favors""",-0.1326852227291521,0.025975277489749548,-0.018313422275505448,-0.09075463013812121,0.1758664351042888,0.016760810221498675,-0.08716307788221059,-0.10030812799822311,-0.049355219608999135,0.08958104132827106
78,blacks havent gotten less than they deserve,0.13769402748214662,0.04742168693940669,0.03266389111859891,0.01517547551849812,-0.11420932596589216,-0.06603873592225225,0.017687011598232674,-0.025536941271664483,0.018372176711653393,-0.14901333161994992
79,blacks dont suffer prejudice because of lack of hard work,-0.13024622909099468,0.03532919279376403,0.009066778508988203,-0.05694222993857244,0.16094840641790342,0.032182687436947334,-0.10644919492677041,-0.09998401804577899,-0.0003625666173792527,0.08293774245071982
80,politics only works for powerful,-0.04284282242308129,-0.19037164403071097,0.18085455525844943,-0.07824034602381902,0.05478238197257085,0.013981405288618107,0.03894570495901219,-0.08191603425262071,0.0022568124253474486,0.11626067300177564
81,powerful make it harder for others to get ahead,-0.08390925697280233,-0.21425896956024917,0.0803176265622988,-0.015817987542683775,0.026274404325866585,-0.0049059034511494915,0.045601551785257065,-0.08521048825234465,-0.009994585659116071,0.12697066421278316
82,trust experts more than ordinary people,-0.08455275370892092,0.11795660629545887,-0.024066622384754644,0.024316165971430135,-0.06315565815739185,-0.06728977369597358,0.0766639893105091,-0.03180034212547962,0.02800853426700017,0.07089150411963425
83,people need help from experts to understand science,-0.07767306961212576,0.04386314056778816,0.05753952075535391,0.10019316987065523,-0.019195710335989703,-0.04897224403878284,0.0967974103906124,-0.018112049616822678,0.044617602660934765,0.07423770493075259
84,science important for covid decisions,-0.1135170969167841,0.02943530735822477,0.08356691450517678,0.11732493858826346,-0.0786799810424738,-0.006757030914717511,0.06382390142856753,-0.05135784881634159,0.09460857070690139,0.03701814843569477
85,business/politics controlled by powerful few,0.009062003828333437,-0.2287736617953183,0.13597529653515006,-0.03581909245283455,0.04566309843634677,0.009653581399408851,-0.03746872211609188,-0.005541329298991343,-0.02064303660810928,0.10033065420405671
86,schools/media lie to benefit powerful few,0.0862002522450666,-0.17957311475025373,0.07108203606789895,-0.05088615841031928,0.06751315426600707,0.06627780566585148,-0.08496917501239802,0.04568064357843144,-0.07193106778942797,0.0914119342807754
87,no opportunity for average person to get ahead,-0.07519306070709274,-0.1498752166266906,-0.017656902274545597,-0.07128618620343938,0.002618784037664575,-0.020540543426807552,-0.03418715833961312,-0.21267569020849636,0.006198946841519476,-0.02652379789256827
88,reducing defecit not important,-0.04366979693475236,0.0035952793517454386,-0.12789523694709173,-0.1009289335580015,-0.01591992519973304,-0.033983253968282424,0.0054335384272981395,-0.06495543456360212,-0.16963251042164673,0.0030782637608601435
89,disapprove obamacare,0.14893804439308253,0.02405367615329173,0.0478822558978173,-0.08357913060990022,0.011397190556595889,0.01696931247333475,-0.09176971607189371,-0.02096428827276222,-0.08855199643813494,0.02113831274099802
90,disapprove vaccines,0.04858064570630675,-0.0764668590332615,-0.08403265691849351,-0.13677246596548717,0.17311089162711804,0.07162210037098754,-0.05950076180158467,0.0942221750096893,-0.12951522476357188,-0.04613268884911919
91,oppose climate change regulation,0.1242356626089685,-0.0016580067156066398,-0.0666397220546649,-0.10133365028404248,0.11761472260345433,0.027393678663842635,-0.028014010680345265,0.0901031351150727,-0.09854350801641586,0.03700096053098374
92,oppose gun purchase background checks,0.06854073287345404,-0.012735260858378478,-0.08588326772411498,-0.17547776737761733,0.1648850678811959,-0.08184136648479325,0.09904818554442528,0.058828030632751216,-0.19119367744746593,-0.005957910331024604
93,oppose assault weapons ban,0.09532288472893573,-0.012865280231794573,0.011086427078300867,-0.1018357406379997,0.054053472105938014,0.02120669363357848,-0.00802708301010654,0.06167271792790243,-0.24463868917944545,-0.03724264095228062
94,oppose assault weapon buyback,0.11340258322066998,0.020178090261407045,0.052934785814985515,-0.13836720584567933,0.07634864245988046,0.010506824799524727,-0.030598590667050056,0.04555833345429159,-0.18709370156541283,-0.03122314255687595
95,govt should do less abt opioid crisis,0.04649809472980703,0.028900751415662514,-0.06487424599362172,-0.14798449011321937,0.008111491193054965,-0.1180037246766206,0.05216680947792492,0.034937807306650456,-0.05120466662530866,-0.04341807883825124
96,police overuse force,-0.0856170539584861,-0.17773711259862923,-0.0432450539874327,-0.009252408436687426,0.08991446368160604,-0.010852937360665327,0.035019260044284656,0.0033427494437116376,-0.04472746194907559,0.04743374497892805
97,int trade increase bad,0.04486592489031818,-0.1260888385293507,-0.1436190429454612,-0.02595531295135773,0.03966421281547935,-0.09166475627300197,-0.06627733052914543,-0.13232868073004936,-0.040224378310816995,-0.13125050773457508
98,diversity makes US worse,0.09947359136932193,-0.08189661728834781,-0.07819901487073333,0.015998765883578965,0.02146735428683063,-0.13349827094808644,0.09471503865699851,-0.1172588011274447,-0.060880236872957044,-0.08604817774109505
99,against $12k/year ubi,0.10936053397439263,0.13099928038435,0.08971191891660636,-0.019693619620128146,0.012417431198163945,-0.050574182827012495,-0.03242746451748166,-0.022418891631204106,0.04758127580860508,-0.07160278680521327
100,decrease minimum wage,0.09400697688604784,0.07088804586562701,0.0032888313173786194,-0.1310673308455619,0.07056797679384265,-0.09773216142546526,0.01167255086991147,0.13181063067409537,-0.022203629513935202,0.04206615767399982
101,decrease govt healthcare spending,0.11439311858976546,0.052042130074420205,-0.007762064592883361,-0.08227978309131447,0.033226323195646564,-0.11344597296814389,-0.0009295596730669771,0.05082778858756155,0.02337950836698651,-0.0498053330264011
102,too little attn. to sexual harassement,-0.0883506848495107,-0.024779849466917178,-0.012465487097553074,-0.00026275860536435,0.058129995974707624,-0.01048193237955075,-0.12234552361704315,-0.07002266198756316,0.03048387668606588,0.002960813860537849
103,against trans military service,0.11980574787212223,-0.014838992724232333,-0.028620367641658588,0.0379696219934826,0.14230616156522405,0.051754895163527076,0.1464103599510187,-0.054111787466306994,0.012656368139281355,-0.11464901843881767
104,China threat to US,0.05305984566915194,0.0199218942300228,0.1604133241485419,0.1715691444636184,0.19527635552362244,-0.21728305997173214,-0.056155600662714425,0.04323440116472168,0.054096036377618444,0.13112336750990325
105,Russia threat to US,-0.03836307219313863,0.006602400476066967,0.13668295003588096,0.21151212886651852,0.21852986180445208,-0.2615808774195673,-0.05079835284796527,0.05754633721907389,0.13583663859885825,0.09380040878994775
106,Mexico threat to US,0.056323491668207666,-0.0997612375818474,-0.03882317538908374,0.12004893239526311,0.15577034913806956,-0.27850066261570317,-0.11165397140164264,0.05698814480707019,-0.026590443038336797,0.014913855231376512
107,Iran threat to US,0.04696292337717987,0.011376841268514019,0.1098022636082196,0.23533797170671422,0.1719139350283934,-0.20923789148133926,-0.09813821080199636,0.06506917729519152,0.09336901290655986,0.11565854959246713
108,Japan threat to US,0.030569128280100277,-0.15501336205205915,-0.10354925063598093,0.15497346771464413,0.15039538016708345,-0.24354712176779791,-0.18416571096426143,0.06856877396454518,0.02310039183508225,-0.035480679118728035
109,Germany threat to US,0.03398330124177177,-0.15390039534810104,-0.11493579049567083,0.10735879972621683,0.17489570486418135,-0.2288602610039915,-0.15890760239208102,0.1341885679661908,0.020970644198990883,-0.011625388958349067
110,compromise in politics not selling out on principles.,-0.06288132989246392,0.1794341594237602,0.007695871295132101,-0.0327299563110358,0.009621615082730394,-0.09454262525304565,-0.004997710457503333,-0.10340079789359806,-0.023391256540938883,0.02687400861526626
111,politicians care about people,-0.02846414198429808,0.2198608637270275,-0.16755529050313575,0.09866653720256134,0.03383712408283838,-0.03198934793175141,-0.06674372194587397,-0.06886913160179596,-0.053766720161605136,-0.0601165562179421
112,politicians not trustworthy,0.019007824588024712,-0.11849462291467931,0.19363859394705402,-0.1380691082452572,0.01672981816125238,-0.032883217436755,-0.0436914000343733,-0.04345539886278357,0.06988593237020624,0.03695880815775651
113,politicians not main problem in US,-0.051861365798656744,0.1836142279323548,-0.1518879116267613,0.05922418075961907,0.04631386638549003,-0.01686935690589383,-0.014684633695538594,-0.025114821878245687,-0.02169162966408612,-0.07515558923647338
114,strong leader that bends rule bad for US,-0.07154041503493105,0.10145914840992916,0.05362238373461706,-0.07233922055670675,0.1477017995947753,-0.03452942769701256,0.031004151740588577,-0.11674611635957133,0.038447405811336044,-0.11906181285840949
115,politicans should make policy instead of people,-0.000461162457848347,0.1345261055156091,-0.11830184429675702,0.036020657163899496,0.02477920202089957,-0.11792107528453563,-0.0004411473968484181,-0.01188746694698781,0.055994014988642045,-0.09421805778534055
116,politicians don't only care about rich/powerful,0.011068532354029704,0.23684378794140215,-0.18175035102582102,0.06069326131728079,0.018912872069296916,-0.04370303806212834,-0.07844074717682113,-0.01322865641742857,-0.03987284649320049,-0.08643855303656739
117,minorities shouldn't adapt to customs of US,-0.10752462625882997,0.013984357279063506,-0.05227041239967237,-0.1289168717718966,0.08498882938253925,0.034525905042111615,-0.16942077206844486,-0.008881954206648,0.03866777093766687,-0.022621102213334944
118,will of majority shouldn't prevail over minority rights',-0.07248797473340933,0.08070616692546494,0.06309487160740278,-0.09846819068886964,0.11842170240559968,0.025513092699112234,-0.10887681514890653,-0.07461947770528096,0.03786178323696173,-0.0020587136180862716
