,Question,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10
24,"no voter id laws,",-0.1076497694419722,0.03320994888950573,-0.1182876365565542,0.036382151627185624,-0.10172872740000664,-0.13001096837864418,-0.07076291303679785,-0.08360048230511649,0.1404090911281325,0.04376631733019706
25,"ex felons should not vote,",0.08881969051862558,-0.012704207497536686,0.002615272382760636,0.03461606616780032,-0.033536772464845,-0.017930816813281843,-0.10955736575644373,0.029179897557901967,0.018880564675783668,0.08590111793574623
26,"important that news can criticize politicians,",-0.09923922096849153,-0.09487421695481352,-0.004218359463676656,-0.010942266697792781,0.10353229758142915,-0.08233927962847937,0.16854096393476928,-0.0024657586725653144,0.0774610638771266,-0.10324659799726144
27,"checks and balances important,",-0.05257493226419184,-0.10032611299299805,0.1545863385636723,-0.11177706239613486,0.22324209547756985,-0.0026767295016684044,0.11615068953019912,-0.07149693442500167,0.0973516159057065,-0.037572432284094966
28,"important elected officials face consequences for misconduct,",-0.06920785856313094,-0.10648556245450722,0.17249323805855601,-0.07741204904926663,0.22767296291332462,-0.013105612746818563,0.1920933885538896,-0.051415722045410554,0.03465468047710062,0.06357881079203079
29,"important people agree on basic facts,",-0.06156912183349543,-0.046661490112150185,0.13713822937154163,-0.09227122273412837,0.20954542516229638,-0.06598004510736777,0.2160956987222457,-0.07507174707836872,0.08274693776312372,-0.006207521847862349
30,"bad if us president could bypass courts/congress,",-0.0697693902847542,-0.18551852411124486,0.03487865585792295,-0.03290778004596926,0.022698989342565895,0.03000124699971813,-0.0055714424810505495,-0.09671509028089002,-0.02118810511245068,0.02373552197913355
31,"do not restrict journalist access to govt info,",-0.09046560285125818,-0.13068805253949917,0.06807026080085042,0.048598885825969135,0.0679331350132681,-0.04043815940162173,0.05756549194265216,0.045431814379128146,-0.08961399271494408,0.005487003955542177
32,"concerned govt want to undermine media,",-0.10288620687776716,0.03248272161359693,-0.013938210803658448,-0.0619000896424667,0.13873229082823096,-0.08594746676485107,0.03079642263490881,0.10705255933492352,0.00773754036365467,-0.14473278761091715
33,"confident in news media,",-0.06026741067756764,0.021139984471329722,-0.18586902380433437,-0.09759271469543396,0.07697108608338081,-0.08076344243767451,-0.016926913423936783,0.18064746485695918,0.12035250190467357,-0.1285390267494464
34,"pres shouldnt ask foreign countries to investigate rivals,",-0.08798042801090822,-0.04814103834239762,0.033563857948141165,-0.04248571319512737,0.14173874761837169,-0.11115656819496005,0.09304598329505064,-0.05814601431707828,-0.026886052241376777,-0.004679742260307325
35,"stick to principles and not compromise,",0.04428962498581728,0.030308884993005363,-0.02400631670967089,0.011122276869577839,-0.10859851732161223,0.025967349608740694,-0.04869927788634472,0.09073839828435527,0.1233996317070227,0.03976661357750994
36,"against trump impeachment house,",0.131072207606472,-0.0344843052022379,0.03780582891271932,0.05119730651126273,0.004561039067354607,0.014388975112823502,0.0037732306284981205,0.026046918582965185,-0.026043001906222482,0.04911879221781808
37,"against trump impeachment senate,",-0.12791926089653405,0.033329304069308126,-0.026488544708102163,-0.051860785175142476,0.014092129575793337,0.011693909328635045,-0.04924620035904512,-0.06269018163461562,-0.03189881166461621,-0.00040002663887318823
38,"covid response too slow,",-0.10956004885787989,-0.03626330276175475,0.05265300282168429,-0.04754993381682558,0.018409205503635874,-0.028172516371644005,-0.05947548201485317,-0.026466790294293042,-0.10486337712875371,-0.1615991205187565
39,"no paid parental leave,",0.06854614146717423,-0.07451785819487221,-0.10023540329493681,0.06922136082339349,0.020855223136241156,-0.024735098236888967,-0.028495165841345243,0.0458581517313459,0.058157041306445036,-0.04291649179454325
40,"business should provide services to same sex couples,",-0.10809925491645933,0.027915985211815916,-0.027631875641809064,0.02200445997075853,-0.03952025458151658,0.07921341420554436,0.020544617542828134,0.19514128554626242,-0.13392034559543464,0.09489671270377453
41,"against trans bathroom bills,",-0.1351102146296617,0.03327203143009402,-0.019332509714695044,0.11028608545090546,-0.014894179215515098,0.030419789506702627,-0.04321059935423284,0.04648816771393466,-0.12336931631336052,0.11892111612337089
42,"oppose gay antidiscrimiation law,",0.0706323928652061,0.055289272255810706,-0.0920803964229862,-0.015730144767641653,0.05437131535375452,-0.07843481332931898,-0.08409392825871248,-0.24666529045422714,0.07278601195102882,0.13286801896682313
43,"gay people shouldnt be allowed to adopt children,",0.06734561875695523,0.06628586862716808,-0.07425677142409232,-0.05337021033207318,0.026864995954125774,0.04024418381033923,-0.000892570182806334,-0.1577228231909887,0.17532949941841816,0.045197116218591835
44,"no gay marriage,",0.08143188932533978,0.0647326978189958,-0.07947222504030116,-0.07906976843125176,-0.027284408733253915,-0.0074653585199698095,-0.005103278689739974,-0.145051379433342,0.18652804581546725,-0.01137313613098135
45,"allow undocumented immigrants to become citizens,",-0.10635990182424616,-0.060631706315027845,0.024915891215558438,-0.0529406206158096,-0.03160431413912374,0.17901638395516803,-0.08041826302163337,-0.018443971428390778,-0.11053541213551618,0.13768706444718895
46,"don't end birthright citizenship,",-0.10075804600388448,0.03090414930294223,-0.03600106439998982,-0.017231688841482677,0.0033405014085375996,0.06680519191055678,-0.05481476495271966,-0.0424674256746174,-0.09092175664087672,0.06930016621946629
47,"children of undocumented shouldn't be deported,",-0.09256541474129441,-0.04679318587534567,0.03801899391737841,-0.07985292122983685,-0.0008162167805170147,0.21307379339963878,0.028425923558164385,0.10597545796729582,-0.08994764601165131,0.12577157258215907
48,"oppose border wall,",-0.13433775395674236,0.037270720304576316,-0.03679429833618209,0.019979712258241092,0.003485337686058204,0.12224958903973557,-0.03155976980109562,0.01889336310190898,-0.07127168524818968,0.003989280971570794
49,"use force to prevent urban unrest,",0.12601279515118863,-0.06251111078941853,0.031922392319659994,-0.007793219939375693,-0.01734991956000616,-0.06918218228115583,-0.0026791994010011474,0.033826317741780826,0.0002606495903168726,0.03054267192405439
50,people too easily offended,0.10657985469300695,-0.018605226100030046,0.08391513853763154,-0.021935621778672608,-0.05739910000087884,-0.14002985756613792,0.07518591899961778,-0.09162799383918066,-0.03443576934715934,-0.08818696799118035
51,most women don't interpret innocent remarks or acts as being sexist.,-0.1131505224578437,0.0012302278155523298,-0.007626496427691573,0.06536282392401999,0.006556992513384251,-0.011994066158928146,0.0028073504845431765,0.06774329135225877,0.3149968545256303,0.17642912482582995
52,women do not seek to gain power by controlling men,-0.0982076724691565,0.020454261585524533,-0.013517660258062525,0.03300517959078766,0.0400502587801314,0.04887710731530373,-0.04709381047269479,0.040813789611705564,0.1492477793398048,0.21421883269049247
53,public officials care what i think,-0.010225867776653194,-0.12289351069557017,-0.20334583184899127,0.030806135507053037,0.0779053808184149,-0.08474581051432416,-0.02475216567087213,0.0035077727762474822,0.13238125880114213,-0.03613042687797854
54,i have no say in govt,-0.02020032508021674,-0.12804425178516293,-0.19588672313256417,0.013861110123574967,0.09077559237100251,-0.04384685375133057,-0.05689488699341415,0.05153267876699435,0.22347684561385273,0.04846788892156613
55,no new limits on imports,-0.07570038106359275,0.03684685680238447,-0.11755753144005607,0.0940734073264632,-0.028091952941462977,0.020959324151925186,0.1501825316659909,-0.04055627605054606,-0.008239036527333429,-0.08804148807395659
56,less immigrants,0.13428397740916315,0.00764768484665639,-0.0014962967371592198,0.04406201770461462,0.15326049489261317,-0.06632617240095653,-0.0977058881521728,0.02090417861411536,-0.024509981856557318,0.0017976240345299334
57,oppose refugees,0.12719015295251862,0.022671187460901177,0.005689061172253257,0.10650498826149354,0.09913487073741653,-0.017988374736730383,0.09118840657119513,0.05586308811522457,0.01822848211885455,0.019635743727613744
58,no path to citizenship for undocumented,0.08760259293561408,0.04151267412444714,-0.005770911254473022,0.06158408646658311,0.08315431508865523,-0.04757710978491437,0.02922150014168439,0.08281513727404143,0.03671832596517856,0.04302822666166013
59,oppose returning undocumented to birth countries,-0.1360813240888479,0.03274683819495735,-0.04330610539047585,-0.0031746328320825298,-0.05659195740282877,0.1279111423817469,-0.018905592405974534,-0.06564910301649905,-0.13552642899765677,0.015217154661873034
60,dont separate undocumented kids from families,-0.09363495311870292,-0.04665781409837936,0.04999928677689595,-0.057168542208591154,0.11703795721123644,0.11776039815365744,-0.017127064672111527,-0.0007605304243564065,-0.13308965564541048,0.06173636512873888
61,no preferential hiring/promotion of blacks,0.0981763035434943,-0.1730848394177228,0.06138388872363149,-0.010520172739063638,-0.04255090382999673,-0.05802681477177567,0.0046220507464593405,0.07053425099132167,-0.1809551801259135,-0.0009348973992661935
62,more govt better,-0.09414538157146966,0.06969490320643103,-0.10372307109862518,-0.057494519247767294,0.031615445511392545,-0.0015463454546594695,-0.034683951885434924,0.0770707723601271,-0.0235251790642975,-0.024362630009609563
63,govt shouldnt reduce income inequality,0.12169555053612514,-0.016094720226289674,-0.01825633662241725,0.06940415324902878,0.05056331442247398,0.18836891715441426,0.039198932288562346,0.07311590881691263,0.11445620207685095,-0.04137512761111374
64,shouldnt make sure everyone has equal opportunity,0.07367963169868988,-0.038485000510872634,-0.06510996842224798,0.1731816387210819,0.019358959686268884,0.038100077011306736,0.0765315853464127,0.03264413466828191,0.11702881969983311,-0.04291781751971982
65,should worry more about equality,-0.13037941442298928,-0.09202207887126164,0.012170712358590755,0.01849765523457563,-0.03870255230045929,-0.05856835402173571,-0.18841266201045911,0.06389594388535144,-0.010679812454822527,-0.053670735014267626
66,problem if some have more chance in life,-0.09844057365808445,-0.09527436182519843,0.07064232902598998,0.07326483651880063,0.049309526136801625,-0.1675278852237332,-0.13791801964776013,0.10614668909774173,-0.055895215822151234,-0.07271586420739751
67,wouldnt have fewer problems if people treated more equally,0.08795785814695016,-0.07757081974392613,-0.015620632150204346,0.09803622832641315,-0.0353942844937374,0.04818849314290108,0.09768277858562333,0.013428639304712848,-0.004580814315668303,0.17999319182026938
68,shouldn't adjust morality to changing world,0.1024937495558386,-0.09430943328363241,0.014600377822813166,0.045746649798547596,0.08682680267212292,-0.016239393092023657,-0.07980966992749719,0.09915119149062607,0.03849574141907041,0.00017315681106959066
69,wouldnt have less problems if focused more on traditional family ties,-0.16755826084407344,-0.03529960553263233,-0.027663351858283124,0.18043000880343643,-0.07356356280667276,-0.06377285668484758,0.01774705224012989,-0.014638080398326592,-0.01569591653921809,-0.04496051655708097
70,wouldnt be better if others more like americans,-0.08852972448173983,-0.10393143376314402,0.08646561910148355,0.1754440314417722,0.09477975312647278,0.07932695303526383,-0.056021503590629095,0.04119216777047139,0.1262876618127366,-0.11897773426905958
71,US worse than other countries,-0.09392965245130114,0.09206827464656032,0.022647856143649173,0.17318952278936867,-0.05318591978144823,-0.026583939024182348,0.03632687755050412,0.06011480195600545,0.038962005292299325,-0.07993786297138047
72,rural people have too little govt influence,0.10169777661932952,-0.037698907932594214,0.11300833143903666,0.13318800836568634,0.14885346015949535,0.25481911935936674,-0.059627400529827415,0.08758423329643572,-0.007842706001043052,-0.04574475337644091
73,rural people get too little respect,0.018041281392250943,-0.016704245827818355,0.038783146921588726,0.0751908357267807,0.024635702620823045,0.13012161059354926,-0.02101601887226262,-0.0382881740377808,-0.10268821578318212,-0.00997133382908905
74,worse if traditional gender roles,-0.05594574383039407,0.01744003465793535,-0.06287994837542175,0.10625418718663496,-0.07916940526233666,0.02613991126592776,0.10339648574663557,0.08690944689653746,0.08118946428857038,-0.10330883869514673
75,women asking for equality dont want special favors,-0.08450008852494968,-0.16098932677290892,0.021413825270471115,0.15729261038680445,0.08273798423207747,0.10557311102933684,-0.07480678575524323,0.13389752074109662,0.1520951252410846,-0.02073840124904791
76,women complaining about discrimination dont cause more problems,-0.09195636125468637,-0.1702675953465176,-0.0036700236051573835,0.14479671215476375,0.09576074302824814,0.08197647862187234,-0.10110172631055854,0.11295575752492909,0.05456741171261105,0.002121294016738648
77,"disagree w ""blacks should work their way up without special favors""",-0.14633252153568332,-0.024433459551902,-0.00867056241442952,0.12397224905551973,0.0807819239432643,-0.03619417689432733,-0.08995257477337285,-0.12093926575317801,0.10625388819369355,0.024164780257216162
78,blacks havent gotten less than they deserve,0.13838095944556691,-0.1002894973692283,0.042851685380411265,0.07764258799034411,0.01901383174491325,-0.04841776753028764,0.06997324388490324,0.12513711786232024,-0.013860653963272823,0.06685798936207116
79,blacks dont suffer prejudice because of lack of hard work,-0.13822058733229814,-0.034747847719034546,-0.0027792664499658505,0.07813107076784907,0.08761503626970898,-0.00995039099673026,-0.0987543257427505,-0.09657581657379433,0.09213109778263547,0.05699380294915723
80,politics only works for powerful,-0.06337778884477085,0.036066486981407304,0.22870953632398125,0.03045361679318891,0.016149789465317067,-0.22647822302944268,-0.06968935930624644,0.020858324321558458,0.10797304032425818,0.13794797137703402
81,powerful make it harder for others to get ahead,-0.10884905551258305,0.11737398973092658,0.1704755212992633,0.038965457680892,0.03559986669214866,-0.2202496257571158,0.016630380085470204,0.005487517697931942,0.018052113330559387,0.128627921908473
82,trust experts more than ordinary people,-0.07433977122144961,-0.0809321087368392,-0.08749312616946406,-0.00930253414645602,0.0679309722185696,0.004742041774374451,0.08969906876397166,-0.022399900912753137,-0.0752648306514605,-0.16494391467326358
83,people need help from experts to understand science,-0.07352341238538346,0.04687224731739378,-0.10355066353015123,-0.08307535155531505,0.12829756629133743,-0.08430921735262609,0.0630135154079991,0.03521033170243121,-0.07251457607571327,-0.1513546310556202
84,science important for covid decisions,-0.10028474568640082,0.024114672130297218,-0.009108488514979847,-0.06196798404254744,0.0952354924701358,-0.04818239268031343,0.047598695053939113,0.0785420975110341,-0.07393250996786302,-0.05845615388539652
85,business/politics controlled by powerful few,0.004830207475907569,0.143747079858817,0.20279070191273926,0.019427430946318974,0.015163534710879258,-0.10560941965691788,-0.09795298640187117,0.1023398486504977,0.14990135318474754,0.11003521606346632
86,schools/media lie to benefit powerful few,0.056723140514704624,0.1305382354828263,0.18388461044778667,0.07837597503637718,-0.0682295441378834,-0.09498320982757662,-0.03100484382748942,0.07520848684354288,0.155244917706176,0.11880888482003954
87,no opportunity for average person to get ahead,-0.09321101768234485,0.041398073320373846,0.06362329469943173,0.22080540602621782,-0.017439117349109804,-0.029160325532545397,0.01521656965126886,-0.010339104598431154,-0.07359992262276022,-0.17652656743070191
88,reducing defecit not important,-0.05725866549994354,-0.03860166848925865,-0.12869284440730633,0.246692604770753,-0.036080769216944704,-0.11978424262581493,0.16558634277903836,0.050848198606785695,0.005067083848332935,-0.07507102915258451
89,disapprove obamacare,0.11928564068391041,-0.05199312801432818,0.08988423972383226,0.10189561780918932,0.011478790370226472,-0.03649339884125753,-0.008210541798933328,-0.021971631477591506,0.043519174344841094,0.010337010151928602
90,disapprove vaccines,0.049094275069621884,0.07348506741971403,-0.015115381006280676,0.08706782531225013,-0.01120024323819518,0.18489269362815255,-0.04391060979435751,-0.04013735131469433,0.059163938434820276,0.05083731539032181
91,oppose climate change regulation,0.11694912822638573,0.04937406001818339,-0.02389291153821247,0.06849222865370047,0.0400658096188064,0.14510725184832088,0.06057528109319304,-0.0743837664533275,-0.0015203109253982897,0.044025665056135435
92,oppose gun purchase background checks,0.059685533349626604,0.06051291035170191,-0.05913404789935921,0.22111764811642973,0.03906376180168658,0.0016981406370871104,0.1198438070511259,-0.21302640821652793,-0.044597561133703445,0.10454209731373554
93,oppose assault weapons ban,0.0779968589171205,-0.022026255239880388,0.02481183373858617,0.1159696944171456,-0.0011518923587974781,-0.06483070903186461,0.13010664985491777,-0.06829512517371122,-0.12870263649396516,0.04108938087515788
94,oppose assault weapon buyback,0.08063765217824503,-0.04481811585558325,0.08016353961110805,0.12450831588991247,0.054550022914802626,-0.009196441328951404,0.15076211018898028,-0.12445679315864015,-0.04926083877426546,0.06291688166087507
95,govt should do less abt opioid crisis,0.0481778554420594,-0.031791027225904066,-0.018724397371848153,0.19445711091184395,0.006701092728787824,-0.004980975823302804,0.12063902115243905,-0.013251169859550577,0.03212093023727189,0.04701936308849286
96,police overuse force,-0.09753685607802408,0.2693936541594163,-0.007451069181152504,0.06412686757156494,-0.02258667312882855,-0.024384388045518204,0.046935728246194415,0.003989095291462574,0.028977987937127598,-0.2390974224826229
97,int trade increase bad,0.05817026952510858,0.04507168275486762,-0.01700665870446729,0.1731380338882779,-0.05707157336895296,-0.06331057745457598,-0.1396914320582217,0.1887068314694995,-0.071839172383426,0.03052448366347571
98,diversity makes US worse,0.10064358224132082,0.009123593227092778,0.03938055305331583,0.10125685865109556,-0.018855014742343437,-0.12140462501423266,-0.031086444453540696,0.03460233578197594,-0.0004876261258500991,0.018512633750963944
99,against $12k/year ubi,0.11511924655933663,-0.19031670512309853,0.05132074703760142,0.006904760337723733,0.04995490924360637,0.05620299713209146,-0.08136987747967195,0.09382668774272163,0.0467120036749194,0.05528969349819582
100,decrease minimum wage,0.08343426744221963,-0.0006633328121282186,-0.01985085392867144,0.10252576915475305,0.043637411860782675,0.1937229222757899,0.07650091864664024,-0.08554681184262965,0.016139628296367666,-0.10322022279130269
101,decrease govt healthcare spending,0.11395436163876295,-0.0040426341395919324,-0.05177863722953066,0.12467731876034446,0.06916991660266564,0.07837424416299606,0.087645745787755,0.008265351255807973,0.009223699370314175,-0.10064243907380208
102,too little attn. to sexual harassement,-0.099205296642104,0.035403376979576524,0.04424898189369704,0.07964143352785455,0.10601615092658294,0.19755560861439986,-0.05862495947994405,0.09844178608441359,0.07034228619122329,-0.05922435507881592
103,against trans military service,0.12786379299384876,0.04208962236469594,-0.05248297232421124,-0.010957868870861153,0.1228665131654069,0.09278786835588297,0.1295442008445882,-0.13168060268730808,0.08320933871053696,0.054426007027941425
104,China threat to US,0.05406707425356083,0.004557006594196764,0.006356217625970461,-0.03656752498452665,0.18019641078821638,-0.0626548551664754,-0.1943392877234714,-0.11489995384781913,-0.034989440814045245,-0.1304422283766295
105,Russia threat to US,-0.043493082636964255,-0.0079773522574954,-0.012986022701930196,-0.041286393168001645,0.2897686156834227,-0.046590543330704656,-0.2242323351133419,-0.10972653993044353,0.03073268468666894,-0.1100317122083014
106,Mexico threat to US,0.06727143031195101,0.14771796450066477,-0.044488623205165806,0.10392686172982558,0.19380983528850615,-0.09779160932903384,-0.0565667969620052,-0.07169968320181687,-0.0719048549073544,0.01690826672648533
107,Iran threat to US,0.07247588161982936,0.03190743540668059,-0.007871537739745332,0.00450927235531907,0.30335850848190643,0.04593886031624615,-0.2482563030610067,-0.032160113082484953,-0.03042130070363865,-0.07441484048640341
108,Japan threat to US,0.06211502799996066,0.24952514049731517,-0.0949383910586973,0.08297358819011862,0.16623434724837105,-0.0066232232951545416,-0.1758509962534007,0.02586231183420727,-0.13121255406537138,-0.026930391546882503
109,Germany threat to US,0.06541520878417197,0.26089475861042555,-0.11118682749885864,0.0858535907006898,0.21766535098011192,0.07484034367526729,-0.11694489943272174,-0.054182513320884924,-0.1032342977690267,0.06470564369649354
110,compromise in politics not selling out on principles.,-0.04750256877738963,-0.13128384551447214,-0.07555506394556688,0.03817455729581128,0.10419133965261597,-0.17593376915923353,0.002603414075305164,-0.14943111236361306,-0.12966989542826765,0.10073547328718956
111,politicians care about people,-0.0033717473490615085,-0.14924114370270605,-0.22244247872644915,0.08547241836091164,0.03100326129720056,-0.056592903117480095,0.009547597260005014,0.07438793722853405,-0.023432445508535536,0.10126817024581558
112,politicians not trustworthy,-0.017703840075010743,0.013822224062639258,0.22743813762613402,0.04776003189487653,-0.058786592704792244,-0.09301314792884875,-0.14331150877647858,-0.19228570504779133,-0.10115774755282599,0.042292548663092455
113,politicians not main problem in US,-0.04569739289360291,-0.11137925424195755,-0.21451478818566824,0.017129484236912747,0.038090324365516896,0.049248860735370346,0.06242926638782084,-0.10289221891018668,-0.16150863755792108,0.09986831389076851
114,strong leader that bends rule bad for US,-0.06375908869410046,-0.12250658959295906,-0.002681506798633319,0.1410929540225445,0.06573370453294658,-0.10661760993896763,0.0006875594324435262,0.009072252136439914,0.0026630220914476586,-0.013608635405983014
115,politicans should make policy instead of people,0.03097725419439075,-0.09263049225974533,-0.14343251964743486,0.04273394901216525,0.03766725450127583,-0.04409659273539231,0.004297296229483261,0.03941997426657361,-0.16206424938068925,0.10092646052502613
116,politicians don't only care about rich/powerful,0.02043179935380137,-0.16212522551028405,-0.2453496151911168,0.05850629421399791,0.014042575955751887,-0.050559812532551186,-0.007385595886504934,-0.0067706484270074335,-0.04756243148165159,0.06586486927129748
117,minorities shouldn't adapt to customs of US,-0.11525095048931495,0.003123679223306957,0.005133416045130552,0.14809069201465894,-0.040592192811674435,0.1599156703428842,-0.11848178032895097,-0.09597834823443073,0.006753223465331037,-0.07348640889174472
118,will of majority shouldn't prevail over minority rights',-0.09003783982390288,-0.11798332341647691,0.0965230235859727,0.0723377322571375,0.07831891182141255,0.09924194202680112,-0.031949670385470946,-0.1318596763929221,-0.031386026774313916,0.10271640547694538
