,Question,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10
54,i have no say in govt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,no new limits on imports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,less immigrants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,oppose refugees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,no path to citizenship for undocumented,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,oppose returning undocumented to birth countries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,dont separate undocumented kids from families,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,no preferential hiring/promotion of blacks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,more govt better,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,govt shouldnt reduce income inequality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,shouldnt make sure everyone has equal opportunity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,should worry more about equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,problem if some have more chance in life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,wouldnt have fewer problems if people treated more equally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,shouldn't adjust morality to changing world,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,wouldnt have less problems if focused more on traditional family ties,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,wouldnt be better if others more like americans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,US worse than other countries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,rural people have too little govt influence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,rural people get too little respect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,worse if traditional gender roles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,women asking for equality dont want special favors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,women complaining about discrimination dont cause more problems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"disagree w ""blacks should work their way up without special favors""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,blacks havent gotten less than they deserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,blacks dont suffer prejudice because of lack of hard work,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,politics only works for powerful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,powerful make it harder for others to get ahead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,trust experts more than ordinary people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,people need help from experts to understand science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,science important for covid decisions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,business/politics controlled by powerful few,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,schools/media lie to benefit powerful few,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,no opportunity for average person to get ahead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,reducing defecit not important,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,disapprove obamacare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,disapprove vaccines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,oppose climate change regulation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,oppose gun purchase background checks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,oppose assault weapons ban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,oppose assault weapon buyback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,govt should do less abt opioid crisis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,police overuse force,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,int trade increase bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,diversity makes US worse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,against $12k/year ubi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,decrease minimum wage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,decrease govt healthcare spending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,too little attn. to sexual harassement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,against trans military service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,China threat to US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Russia threat to US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Mexico threat to US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Iran threat to US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Japan threat to US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Germany threat to US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,compromise in politics not selling out on principles.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,politicians care about people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,politicians not trustworthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,politicians not main problem in US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,strong leader that bends rule bad for US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,politicans should make policy instead of people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,politicians don't only care about rich/powerful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,minorities shouldn't adapt to customs of US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,will of majority shouldn't prevail over minority rights',1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
