,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10
62,0.08742647323367243,0.5321777204776749,0.25160610656857013,0.5638001559345548,0.4935302834954711,0.87365618501587,0.5055470864694123,0.32697650953188007,0.6500239878489535,0.05004331627202421
63,0.03616521208380047,0.1823542342900012,0.921727188611955,0.07697247154690708,0.28407554956790637,0.907625513780181,0.41489733334850043,0.2843101146117403,0.35696782469788546,0.4298094659513061
64,0.2283247432624709,0.893212024001531,0.40033475344692826,0.3360666651077572,0.054143708917213415,0.7639639350414676,0.8465644453298198,0.5543804041455463,0.1258851484284792,0.5121550825663779
65,0.6027166285627202,0.03195528084266569,0.6961645045493674,0.9968610066229304,0.032598253993490846,0.032589135619003735,0.9116216612289186,0.018803038414424357,0.15787274057769804,0.857928293558412
66,0.273754527427592,0.19721617283366877,0.9878851424142279,0.8719222243831282,0.855494433955912,0.9097475458272183,0.7792211945439622,0.5354884666453553,0.19264815651932418,0.25915691158391396
67,0.0004387938089326615,0.3013847073577021,0.6072904711692275,0.043283131129937986,0.7067635961838808,0.761037343189749,0.7729269717092799,0.2375102243165283,0.2541537148804139,0.6781699739701956
68,0.009357751071890257,0.7323852204630004,0.36461550407294135,0.40086975432972016,0.8958864249700798,0.5335272874433953,0.5951102915116484,0.6113853757241015,0.12699810419751434,0.9130077538540965
69,0.15188774977164862,0.3230788041258463,0.6585581490206948,0.07973955387453566,0.9069788729521454,0.2970765183788068,0.10913622269064438,0.6175556103857767,0.6953400302755129,0.6472913869559481
70,0.20435818019717533,0.9620935548852798,0.13270499272288008,0.5128261170452626,0.3883871527406369,0.6562248040901294,0.16559141883700218,0.32227216228841793,0.5843635313937595,0.27899663962540605
71,0.6014748914171505,0.325044809599165,0.7049884017109674,0.5026954904424337,0.24505630692951405,0.007602253037832345,0.3200069477602946,0.14312460943914118,0.9639496611927726,0.5227290582499047
72,0.2644303563974625,0.9106269509886673,0.4039823350428301,0.9229064016641385,0.1441203520662499,0.817548932963423,0.30132777600829497,0.7561014474474227,0.337767292710548,0.22155860106094064
73,0.38643502295230175,0.8433978562914659,0.18615231171739838,0.8693348364609275,0.16847669316296598,0.2897126334963114,0.25474274367798927,0.4596111845529006,0.2208659473171557,0.24331518786790216
74,0.8128046136655328,0.518141219701068,0.8215183489029105,0.9408590703622123,0.04637785122540283,0.17787091216634973,0.06507641464615145,0.3142306883078017,0.40377430883850113,0.4796123084854427
75,0.7621940833703541,0.23669762053671087,0.05851983012435931,0.12003784777984138,0.9910142231890442,0.12021937730046549,0.9614052897547429,0.9191866560724833,0.38366729340512523,0.7246626797212723
76,0.21661285300122599,0.2232489138153767,0.094216406789707,0.9430525035583394,0.8352682743596843,0.3291387291758067,0.22901680188160725,0.9229102533983825,0.16419753550217692,0.9852052492313836
77,0.21508241754704185,0.916435787282855,0.5663775132899651,0.9726523644055219,0.23937847640457072,0.5735709444196987,0.8593038328796606,0.3732700524581402,0.41737662076214793,0.455839104414826
78,0.6897021239410972,0.7323009712995833,0.6820124987696866,0.8848621453085537,0.9379024064905508,0.5639459289069323,0.13778813077682597,0.7505370496144004,0.0007038072814876894,0.8635292770475718
79,0.32581885886825773,0.36362365032613553,0.3779753995803648,0.9834005086240354,0.7899064364128487,0.3516436590798768,0.8495297506311958,0.6855494832346057,0.3446424107246357,0.12313356216103181
80,0.66537331102331,0.9388306672860085,0.8434554043862247,0.7361550358236669,0.6688764684534276,0.25742166719566684,0.09192606123415266,0.8111994923985258,0.3085045287770123,0.23835180070745568
81,0.9704575597011372,0.7997840962395905,0.6757914894602479,0.8844667652911242,0.946215643477922,0.5834466729669197,0.8711701546904874,0.541902498620057,0.40433219808722726,0.885536422811073
82,0.2492067461666737,0.6624200410418206,0.3825345763577195,0.7441675060297688,0.8822350414684826,0.7240776995571885,0.5352074944149392,0.3678288291243258,0.9506145553578425,0.12617245006583563
83,0.27770520292307976,0.050736050974475595,0.3486846182209001,0.3819937771391566,0.7467014773506901,0.455042210582043,0.5087031887644348,0.4271128202741081,0.3859872293002698,0.3568440038778026
84,0.043875863190257096,0.14147614300099728,0.7863125601597934,0.3466453340197594,0.7856423636641507,0.5988247485987166,0.1333947619331272,0.33209623787333614,0.4827751026071668,0.7813780514182401
85,0.39523316749377296,0.04492514435149153,0.8009502772433466,0.7221749955792471,0.09159164083465672,0.29778807540374075,0.6901350573034462,0.43796681169338286,0.4138765094613646,0.24199862142512055
86,0.5054865575960823,0.08232133524257747,0.29225773679583494,0.31296567919048646,0.027996902598357624,0.22651542365245897,0.5215190277082931,0.06053286608414468,0.6110929162624883,0.4468194835900204
87,0.21033016931564294,0.4042859158302007,0.5930431346052333,0.24498113970644242,0.6312833155384978,0.3357378589076732,0.7484318829032139,0.7303485498872666,0.04730287786680224,0.8040096217086162
88,0.7606773596888814,0.8928183042249203,0.18389988986838357,0.6048697036325241,0.00533145316570642,0.6687226379895407,0.32645849100637214,0.03031844555665198,0.0935811973125712,0.6208236758235826
89,0.8398254454926499,0.6459960788847438,0.22486429021835166,0.21494367696389768,0.09006350100107698,0.030717496153697302,0.4219297877645821,0.8520858670161409,0.9055264267225058,0.5316052535677391
90,0.7571290120040176,0.96294076169366,0.622361577692687,0.5133986771168224,0.3669575744344534,0.027047779789056127,0.025413156043579615,0.7531041626481473,0.8235528713126647,0.2670942113964383
91,0.6130019430138706,0.880715443075703,0.31752656536340307,0.41328961533997566,0.2154611961909786,0.3188175866626579,0.05199301268784993,0.24498891763200803,0.022974984728079104,0.4738856236934562
92,0.8223595977683891,0.2870321870262592,0.3635598830603468,0.7877486272030402,0.8908961495041277,0.9997639285515417,0.008799571173824721,0.8505356160982479,0.09755700861968965,0.8000887499900844
93,0.20111977949089224,0.910513160779279,0.2526133637151679,0.6522639675662707,0.5407110372802698,0.375262433375881,0.8600721203870021,0.37544630529915024,0.7988874622714374,0.7146192316280936
94,0.967756998259414,0.2525115086616033,0.38686658970992827,0.2757196758603917,0.3030815548207107,0.18985940222484343,0.9366317246778106,0.23770244871974758,0.9529578886539104,0.3370199257636474
95,0.8183021896095597,0.3891035093550515,0.9326112134549788,0.9732367194567925,0.8329754174925846,0.8622358517318031,0.8668324905701191,0.8519436519556649,0.7087271737056137,0.8716476019375456
96,0.20122417996330447,0.8384942295766018,0.7176159153388246,0.8449915169135608,0.4956676427399905,0.37334843692468134,0.941867838609549,0.3015101056764166,0.388287105206552,0.7010787954978768
97,0.08218026606018469,0.1715057443284833,0.8936370339322667,0.6105293314098592,0.6145474585405098,0.2622350649217415,0.0991865557341998,0.6036823682026865,0.8388627793524619,0.8181298424922041
98,0.10301668807232063,0.8881047878670854,0.7537201658654032,0.4889115953909082,0.7119364386531319,0.3824718288563287,0.6861374403035012,0.6685935967460587,0.5695760142560659,0.7388525800817249
99,0.4523912226975428,0.6723903322295681,0.2030694763487811,0.09102805934446744,0.024876948504856847,0.6286803060115651,0.6100379116639711,0.7356683453055266,0.9246511385013179,0.7093900876771134
100,0.6148218459551658,0.35950567619708323,0.162730735237377,0.8416907574867697,0.032488883739292096,0.6222239225187791,0.9892240462289998,0.5934864102231422,0.9399568881023902,0.6190556542611519
101,0.5862004888442218,0.35057555474177154,0.013662663781271294,0.016144627323693327,0.3465129608366159,0.3143545315394627,0.8513981166980781,0.17037808906739008,0.02487768997560306,0.5587829566518758
102,0.08799011077946482,0.11771912567180715,0.6740710449439206,0.22089271871726285,0.5393196230284463,0.7138051011079959,0.06760986366514167,0.11852067385366667,0.661969590298809,0.625134445987591
103,0.8970372712107352,0.34612103453479776,0.5060545017106303,0.21196624087760052,0.4066244643683703,0.666378979271638,0.1595504253205644,0.9165105169287571,0.867515187642641,0.09349084324300855
104,0.9319660574841215,0.8580764384544365,0.8387456781548146,0.5925639279174663,0.9592020472100581,0.9318045300563005,0.5924740023918824,0.7915900887003379,0.6853436583870529,0.5083221398316805
105,0.14617458256648663,0.6405903317603803,0.6537605941436561,0.6357281181413373,0.1583842352632017,0.42835209878909397,0.36570567698406875,0.6294875861280155,0.6121202453302917,0.23894758428671808
106,0.9331465669030835,0.9123344542049081,0.7720281282178086,0.6560848172249975,0.942614482436223,0.609694042061571,0.9587604444031764,0.27948850951281273,0.3843622830456861,0.3620197476109003
107,0.6452170329044684,0.7728060501571239,0.17648319581355987,0.8906613099340543,0.018190220778135358,0.9123206943829401,0.5105707399966141,0.10858393698520365,0.8277345584590248,0.8447675028648332
108,0.8805205812343452,0.7124950973443974,0.234147091008996,0.02571238407627042,0.8238803696823883,0.3891895852401733,0.4228499780036482,0.17469870976560312,0.7864004552420449,0.5006085135972297
109,0.22456276178957318,0.6654145301561575,0.45068587550115,0.3030737893885168,0.24916344950887392,0.2345949503448173,0.8918905678567217,0.4801136193348485,0.9541297191863845,0.37835091906809937
110,0.722668350936896,0.7111378680974513,0.8662751805473603,0.400940302366334,0.6435621200708832,0.7085717227486857,0.12337238928735103,0.7427055023270266,0.6161449550166139,0.6075456365282698
111,0.8732930558844179,0.7058357696378796,0.389495625956055,0.32864773871518116,0.4775736983809679,0.4899682926830517,0.4810264784802404,0.5067062260491582,0.8560261272832556,0.8151589303708816
112,0.7823382804355473,0.588701028097337,0.8632257656411851,0.5479933502160347,0.4326702474745549,0.47109876533499856,0.3187166585792116,0.6485286524615312,0.5790330905177086,0.5843220174218721
113,0.8562027234225319,0.14595391597355362,0.8976416029915877,0.8243599612665574,0.4165974175845828,0.7138620406399613,0.640038429495713,0.06443541437185758,0.35252853926968425,0.600802063874331
114,0.6827130306042852,0.6461157954642247,0.12219694276609476,0.6388984946921854,0.9453523438692315,0.4024399346566131,0.6796489418001819,0.5559777741833761,0.7384739098721494,0.5144157280528809
115,0.6428942981221182,0.6442412648111239,0.06993568940014673,0.571751222128529,0.374135450486292,0.05771618935229623,0.31530111503653757,0.506908731048178,0.14421404982826697,0.9631641549412294
116,0.12435246356988296,0.5938977530159923,0.8003078228736125,0.9512034674614964,0.9747851906967477,0.4665055196933732,0.6138233469365508,0.49945877276083434,0.9495437875197448,0.5345359365009227
117,0.990605885841757,0.3251944899127943,0.8447702569302579,0.8861518500309338,0.3141788106910781,0.7980421785208696,0.6239010137259312,0.7167921430504777,0.7635233652024929,0.9311790132598791
118,0.2899411484757918,0.22948277274986909,0.1256039088199542,0.3663703402820822,0.6168873216654754,0.35631341739831524,0.16680758762024628,0.777418230460949,0.6607149558723583,0.6626046700477293
119,0.8389348844080453,0.8949942007639065,0.5074436452604845,0.5001478063898676,0.13116512655496726,0.7600115347528567,0.6062433998125971,0.5406211770263927,0.27019188465291855,0.9644450461326659
120,0.9161083435142999,0.9029398789694796,0.5680090568753983,0.5920202254471254,0.5565597773396946,0.5018866494263673,0.20536583950435175,0.6228774237835834,0.19423014326055532,0.929325180004012
121,0.1975591557687299,0.5211577953724706,0.33040336774747286,0.8873396130762315,0.25411228828252475,0.4061428805329179,0.47210240736474046,0.9175924320782891,0.6442006706592137,0.417767110462029
122,0.6810799734307774,0.30808811582080825,0.06230819170840269,0.6580667312017269,0.39298640150572983,0.8212127571933617,0.22448435618375576,0.37526342130479273,0.8160377859211073,0.9785495976951206
123,0.6822196121680162,0.25280832384448876,0.40577646864531847,0.6648877866287972,0.006655393238461022,0.48621492007683154,0.8130600038263346,0.004627213084098889,0.5821222500810213,0.34863671569113236
124,0.5059272748707326,0.06752151522476418,0.25666280993922974,0.09457638989020309,0.6919357303517224,0.7004587503051698,0.7655303636864805,0.6059770084972179,0.01278296546225412,0.42551061665540785
125,0.5323793583869268,0.3332121065774252,0.4055428091815897,0.28629604563231936,0.36820604731766776,0.895094344221331,0.5602176355929029,0.9135502380349284,0.21070809899460913,0.020777123662947494
126,0.1384277154840227,0.17139324703996311,0.6815072885996227,0.05561970954788659,0.2137701540043098,0.7081735218405162,0.6316701003490971,0.671338097886951,0.42525350212906093,0.46750187973702145
127,0.9132838312251769,0.5156257593530561,0.6187040223116207,0.374896654240001,0.7027377361195272,0.8096963346881275,0.07479512505899343,0.12981850977789722,0.23368286090240556,0.5250578296283078
128,0.13595433281329294,0.9000633376395631,0.7478097923151705,0.8822152925821662,0.7371957014918139,0.16437025902593033,0.5511388842838918,0.4680506636106572,0.6973968949621442,0.37883864495627667
129,0.4427450105279603,0.21244605292686972,0.10213854832665065,0.6172459836671996,0.15882177088595276,0.5044387608460958,0.7004428289334759,0.9911795538688786,0.4580128691636358,0.11758494140461351
130,0.12652016222298587,0.44514663016349515,0.5315981492475924,0.502767394812903,0.26303546614070367,0.723256876032017,0.9114550836817514,0.5720548297066508,0.4380759869875971,0.7988747136272726
131,0.7035208034165013,0.9137536810548118,0.8738417938834854,0.7277357052160341,0.47832119515787924,0.2892701382009865,0.2598193566237728,0.4711351472086022,0.779126150215679,0.5517793217612202
132,0.9373763582815108,0.676260269752955,0.9164862568630758,0.11872144903081708,0.5468161566232816,0.2266808899635233,0.38189471999857183,0.7751182714905637,0.8865696571151811,0.8231535712272109
133,0.9776540867255576,0.8534308485269249,0.4346073637733028,0.22800035865797375,0.6162659230084179,0.21129697448484974,0.7705109318372613,0.11287912840160581,0.06501948913804151,0.3465291157649421
134,0.1263651166339286,0.34661228568186936,0.8155980452798094,0.39298049434374865,0.6423385606417351,0.20286688779639908,0.6653641245785882,0.29363293938995083,0.8160010774849747,0.4557802593587316
135,0.6134723608068244,0.6340019415022251,0.9822905924863448,0.5768042449080731,0.2881867891313129,0.8264520692757221,0.020061735235445067,0.4522746539666133,0.981721376597675,0.6894102961702421
136,0.2918943553665902,0.9749752870800878,0.6741649293913041,0.2959453562421391,0.8481852500252118,0.742922331851407,0.8675320295647136,0.9512640677524854,0.7878774962196717,0.09295191218126359
137,0.8751238862012857,0.6361859867954884,0.9721153548599345,0.666871716836119,0.6388957776743684,0.8031284518729305,0.41914337554002673,0.45480589830834645,0.5062132127391963,0.5350162065560389
138,0.4345660313289019,0.656933147963453,0.7038443513227931,0.3155542995835374,0.6844356247020387,0.23313030822360722,0.9611297837012599,0.33298069704512634,0.7269546470134367,0.18872750026608404
139,0.4991235659081054,0.5303174784614342,0.19453125692530224,0.02910306923760741,0.2964039107757273,0.3139382379093803,0.28434770172926,0.6260315602364975,0.6669472564290075,0.10857641182951507
140,0.6097445897844915,0.14969249170807464,0.08423840388250338,0.6797810489345614,0.48120390603434254,0.07933157909840113,0.15046628338250892,0.5954681135435488,0.7293314613315331,0.37872770406208
141,0.5207042682800616,0.6642846681942007,0.37579918629168957,0.7991394832398471,0.4184304314395198,0.06505922723886735,0.48130087470496663,0.6015689832776778,0.7136602057961221,0.5219000584145085
142,0.6469020885514765,0.18592105054018263,0.8377985041673266,0.5461004999350423,0.20710443403552695,0.27919697151793105,0.3178684440475864,0.004118667205049177,0.49686999699987205,0.3059392638682602
143,0.05167384221258541,0.559326524281379,0.24086003423777264,0.2846037825670506,0.880968513528445,0.16118252403633349,0.07924369791111129,0.5215861362925374,0.6145621604998004,0.30346543259243575
144,0.21726042440584026,0.03507788422694346,0.7941963743012594,0.8589355912512036,0.21312000605822196,0.8395035743158465,0.27624153814272373,0.6976007955193673,0.633711572543834,0.7381322678711262
145,0.41147383323424047,0.43900636956207123,0.6729935876984275,0.5422037985131883,0.3188700956899339,0.058042003470536056,0.8786796776103689,0.5069870366430953,0.1713447787697661,0.5067850702605081
146,0.001006415020366906,0.8349886047604183,0.25394550473672106,0.296850215606857,0.7438150978536004,0.5612560967164986,0.6900205837045587,0.37911828839718087,0.25212947672911484,0.9066773375422772
147,0.569926509828582,0.46347035523397573,0.33160754786492375,0.5617096684952094,0.3958709604790895,0.659106720179542,0.41205487965294757,0.5281777116856098,0.5606954226404679,0.7539951979150759
148,0.2547531173114918,0.41077340231695314,0.5607359113213927,0.40148968756492276,0.17544029481734424,0.3206028212259908,0.6033263006118965,0.22978592250539978,0.36521882735515826,0.23453880671899432
149,0.2356041616994132,0.7891793160000108,0.3363874832022978,0.5710432167994967,0.44452892333280486,0.20446322791330904,0.6934833286440332,0.46672013461683665,0.07834162560024646,0.4279849980391031
150,0.894125859763933,0.9200573949357831,0.7329104598815819,0.7569108065375403,0.5060895193628847,0.7306476895101848,0.31449260170611204,0.6609916240208407,0.21439868935493597,0.9805135246689657
151,0.3422517150950165,0.5027072302765164,0.38271654642989505,0.3209306407330958,0.4034449637500173,0.3665643635827745,0.3370468517272086,0.7882069251229972,0.3286287311686661,0.5270426890389389
